s_id,r_id,app_name,app_id,date,title,review,pos,rating
11,0,grubhub,302920553,2022-10-06 18:04:56,Drivers are doing too much,and guaranteed it will be nice and cold,"[('guaranteed', 'v'), ('be', 'v'), ('nice', 'a'), ('cold', 'a')]",3
12,0,grubhub,302920553,2022-10-06 18:04:56,Drivers are doing too much,or something will be missing,"[('something', 'n'), ('be', 'v'), ('missing', 'v')]",3
13,0,grubhub,302920553,2022-10-06 18:04:56,Drivers are doing too much,refunding my money does not make my food good or help with a missing item,"[('refunding', 'v'), ('money', 'n'), ('does', 'v'), ('make', 'v'), ('food', 'n'), ('good', 'n'), ('help', 'n'), ('missing', 'v'), ('item', 'n')]",3
14,0,grubhub,302920553,2022-10-06 18:04:56,Drivers are doing too much,i have had to reorder from places to make sure i actually get what is correct,"[('i', 'n'), ('have', 'v'), ('had', 'v'), ('reorder', 'v'), ('places', 'n'), ('make', 'v'), ('sure', 'a'), ('i', 'n'), ('get', 'v'), ('is', 'v'), ('correct', 'a')]",3
15,0,grubhub,302920553,2022-10-06 18:04:56,Drivers are doing too much,anyone else have picky kids,"[('anyone', 'n'), ('have', 'v'), ('picky', 'a'), ('kids', 'n')]",3
16,0,grubhub,302920553,2022-10-06 18:04:56,Drivers are doing too much,you cannot even eat and enjoy food when your childs does not come or has crap on it that you did not order3,"[('eat', 'v'), ('enjoy', 'v'), ('food', 'n'), ('childs', 'n'), ('does', 'v'), ('come', 'v'), ('has', 'v'), ('crap', 'v'), ('did', 'v'), ('order3', 'v')]",3
17,0,grubhub,302920553,2022-10-06 18:04:56,Drivers are doing too much,the area to leave directions to the house is way too small,"[('area', 'n'), ('leave', 'v'), ('directions', 'n'), ('house', 'n'), ('is', 'v'), ('way', 'n'), ('small', 'a')]",3
18,0,grubhub,302920553,2022-10-06 18:04:56,Drivers are doing too much,my neighbors are getting angry that cars are always at their house and i am getting annoyed trying to reduce the directions down to,"[('neighbors', 'n'), ('are', 'v'), ('getting', 'v'), ('angry', 'a'), ('cars', 'n'), ('are', 'v'), ('house', 'n'), ('i', 'n'), ('am', 'v'), ('getting', 'v'), ('annoyed', 'v'), ('trying', 'v'), ('reduce', 'v'), ('directions', 'n')]",3
19,0,grubhub,302920553,2022-10-06 18:04:56,Drivers are doing too much,250 characters,"[('characters', 'n')]",3
20,0,grubhub,302920553,2022-10-06 18:04:56,Drivers are doing too much,so if it is not clear the drivers get confused and my neighbors and i are annoyed,"[('is', 'v'), ('clear', 'a'), ('drivers', 'n'), ('get', 'v'), ('confused', 'v'), ('neighbors', 'n'), ('i', 'n'), ('are', 'v'), ('annoyed', 'v')]",3
21,0,grubhub,302920553,2022-10-06 18:04:56,Drivers are doing too much,whose fault,"[('fault', 'n')]",3
22,0,grubhub,302920553,2022-10-06 18:04:56,Drivers are doing too much,fix it,"[('fix', 'n')]",3
23,1,grubhub,302920553,2022-11-06 07:44:28,Will block you for anything,they blocked my account in sept i have followed the email steps and still have not yet received any response,"[('blocked', 'v'), ('account', 'n'), ('sept', 'n'), ('i', 'n'), ('have', 'v'), ('followed', 'v'), ('email', 'a'), ('steps', 'n'), ('have', 'v'), ('received', 'v'), ('response', 'n')]",1
24,1,grubhub,302920553,2022-11-06 07:44:28,Will block you for anything,they will block you for any little thing especially when some things are out of your control,"[('block', 'v'), ('little', 'a'), ('thing', 'n'), ('things', 'n'), ('are', 'v'), ('control', 'n')]",1
25,1,grubhub,302920553,2022-11-06 07:44:28,Will block you for anything,for example i will have two deliveries my first delivery pick up would be my last drop off,"[('example', 'n'), ('i', 'n'), ('have', 'v'), ('deliveries', 'n'), ('first', 'a'), ('delivery', 'n'), ('pick', 'n'), ('be', 'v'), ('last', 'a'), ('drop', 'n')]",1
26,1,grubhub,302920553,2022-11-06 07:44:28,Will block you for anything,the time stamp would be to drop my second delivery off first at 338 but my first delivery time stamp would be 336 how is that even possible,"[('time', 'n'), ('stamp', 'n'), ('be', 'v'), ('drop', 'v'), ('second', 'a'), ('delivery', 'n'), ('first', 'a'), ('first', 'a'), ('delivery', 'n'), ('time', 'n'), ('stamp', 'n'), ('be', 'v'), ('is', 'v'), ('possible', 'a')]",1
27,1,grubhub,302920553,2022-11-06 07:44:28,Will block you for anything,i had numerous deliveries like this one,"[('i', 'n'), ('had', 'v'), ('numerous', 'a'), ('deliveries', 'n'), ('one', 'n')]",1
28,1,grubhub,302920553,2022-11-06 07:44:28,Will block you for anything,they will constantly send me alerts about delivering orders late but how when this is what the appssystem suggests me to do,"[('send', 'v'), ('alerts', 'n'), ('delivering', 'v'), ('orders', 'n'), ('is', 'v'), ('appssystem', 'n'), ('suggests', 'v'), ('do', 'v')]",1
29,1,grubhub,302920553,2022-11-06 07:44:28,Will block you for anything,i am only following what is giving to me,"[('i', 'n'), ('am', 'v'), ('following', 'v'), ('is', 'v'), ('giving', 'v')]",1
30,1,grubhub,302920553,2022-11-06 07:44:28,Will block you for anything,also you would get a delivery request but the restaurant would just be getting it when you arrive and you you will have to wait for the order to be done,"[('get', 'v'), ('delivery', 'n'), ('request', 'n'), ('restaurant', 'n'), ('be', 'v'), ('getting', 'v'), ('arrive', 'v'), ('have', 'v'), ('wait', 'v'), ('order', 'n'), ('be', 'v'), ('done', 'v')]",1
31,1,grubhub,302920553,2022-11-06 07:44:28,Will block you for anything,i put in the app order not started until i arrived  you would think they will adjust your time stamp to deliver,"[('i', 'n'), ('put', 'v'), ('app', 'n'), ('order', 'n'), ('started', 'v'), ('i', 'n'), ('arrived', 'v'), ('think', 'v'), ('adjust', 'v'), ('time', 'n'), ('stamp', 'n'), ('deliver', 'v')]",1
32,1,grubhub,302920553,2022-11-06 07:44:28,Will block you for anything,you cannot put a time on how fast food is prepared,"[('put', 'v'), ('time', 'n'), ('fast', 'a'), ('food', 'n'), ('is', 'v'), ('prepared', 'a')]",1
33,1,grubhub,302920553,2022-11-06 07:44:28,Will block you for anything,a lot of things needs to be updated so future drivers like myself will not have such a headache when trying to make a living,"[('lot', 'n'), ('things', 'n'), ('needs', 'n'), ('be', 'v'), ('updated', 'v'), ('future', 'a'), ('drivers', 'n'), ('have', 'v'), ('such', 'a'), ('headache', 'n'), ('trying', 'v'), ('make', 'v'), ('living', 'n')]",1
34,1,grubhub,302920553,2022-11-06 07:44:28,Will block you for anything,i started this in july and i am already blocked in september and as of currently still no response or update regarding my account,"[('i', 'n'), ('started', 'v'), ('july', 'n'), ('i', 'a'), ('am', 'v'), ('blocked', 'v'), ('september', 'n'), ('response', 'n'), ('update', 'n'), ('regarding', 'v'), ('account', 'n')]",1
35,1,grubhub,302920553,2022-11-06 07:44:28,Will block you for anything,you guys should get customer service employees to help with blocked accounts instead of having drivers waiting and responding to emails that never receive a reply,"[('guys', 'n'), ('get', 'v'), ('customer', 'n'), ('service', 'n'), ('employees', 'n'), ('help', 'v'), ('blocked', 'a'), ('accounts', 'n'), ('having', 'v'), ('drivers', 'n'), ('waiting', 'v'), ('responding', 'v'), ('emails', 'v'), ('receive', 'v'), ('reply', 'n')]",1
36,2,grubhub,302920553,2022-09-26 16:54:30,Used to love GrubHub until I was hacked,i have used grubhub for years and thought it was great,"[('i', 'n'), ('have', 'v'), ('used', 'v'), ('grubhub', 'n'), ('years', 'n'), ('thought', 'v'), ('was', 'v'), ('great', 'a')]",4
37,2,grubhub,302920553,2022-09-26 16:54:30,Used to love GrubHub until I was hacked,unfortunately my account got hacked and someone used my account to order 40 worth of food and then changed the email on the account so they could change the password,"[('account', 'n'), ('got', 'v'), ('hacked', 'v'), ('someone', 'n'), ('used', 'v'), ('account', 'n'), ('order', 'n'), ('worth', 'n'), ('food', 'n'), ('changed', 'v'), ('email', 'n'), ('account', 'n'), ('change', 'v'), ('password', 'n')]",4
38,2,grubhub,302920553,2022-09-26 16:54:30,Used to love GrubHub until I was hacked,as soon as i noticed the charges and reported it to customer care i got an email saying they moved my inquiry to priority due to the serious nature of the concern and that they would be in contact with me shortly,"[('i', 'n'), ('noticed', 'v'), ('charges', 'n'), ('reported', 'v'), ('customer', 'n'), ('care', 'n'), ('i', 'n'), ('got', 'v'), ('email', 'n'), ('saying', 'v'), ('moved', 'v'), ('inquiry', 'n'), ('priority', 'n'), ('due', 'a'), ('serious', 'a'), ('nature', 'n'), ('concern', 'n'), ('be', 'v'), ('contact', 'n')]",4
39,2,grubhub,302920553,2022-09-26 16:54:30,Used to love GrubHub until I was hacked,the email also suggested i reset my password if possible but i cannot since the hacker changed my account info,"[('email', 'n'), ('suggested', 'v'), ('i', 'a'), ('reset', 'v'), ('password', 'n'), ('possible', 'a'), ('i', 'n'), ('hacker', 'n'), ('changed', 'v'), ('account', 'n'), ('info', 'n')]",4
40,2,grubhub,302920553,2022-09-26 16:54:30,Used to love GrubHub until I was hacked,days go by and nothing,"[('days', 'n'), ('go', 'v'), ('nothing', 'n')]",4
41,2,grubhub,302920553,2022-09-26 16:54:30,Used to love GrubHub until I was hacked,i sent an email on the same thread asking for an update and a refund and still nothing,"[('i', 'n'), ('sent', 'v'), ('email', 'n'), ('same', 'a'), ('thread', 'n'), ('asking', 'v'), ('update', 'n'), ('refund', 'n'), ('nothing', 'n')]",4
42,2,grubhub,302920553,2022-09-26 16:54:30,Used to love GrubHub until I was hacked,it is been about 2 weeks and i still have not received a response,"[('is', 'v'), ('been', 'v'), ('weeks', 'n'), ('i', 'n'), ('have', 'v'), ('received', 'v'), ('response', 'n')]",4
43,2,grubhub,302920553,2022-09-26 16:54:30,Used to love GrubHub until I was hacked,i was able to remove my payment from my account luckily but now i still cannot use my account because of the account log in changeeditthe same day i posted this review grubhub got back to me and sent me a refund and helped solve my issue so i adjusted my rating,"[('i', 'n'), ('was', 'v'), ('able', 'a'), ('remove', 'v'), ('payment', 'n'), ('account', 'n'), ('i', 'v'), ('use', 'v'), ('account', 'n'), ('account', 'n'), ('log', 'n'), ('changeeditthe', 'a'), ('same', 'a'), ('day', 'n'), ('i', 'v'), ('posted', 'v'), ('review', 'n'), ('grubhub', 'n'), ('got', 'v'), ('sent', 'v'), ('refund', 'n'), ('helped', 'v'), ('solve', 'v'), ('issue', 'n'), ('adjusted', 'v'), ('rating', 'n')]",4
44,2,grubhub,302920553,2022-09-26 16:54:30,Used to love GrubHub until I was hacked,i do think that serious matters like this should be handled quicker but do appreciate them handling the situation in a fair manner,"[('i', 'n'), ('do', 'v'), ('think', 'v'), ('serious', 'a'), ('matters', 'n'), ('be', 'v'), ('handled', 'v'), ('quicker', 'n'), ('do', 'v'), ('appreciate', 'v'), ('handling', 'v'), ('situation', 'n'), ('fair', 'a'), ('manner', 'n')]",4
45,3,grubhub,302920553,2022-09-26 20:18:27,"So far, so Good!",today is monday september 26 2022 and this is the second time that i have had an issue with grubhub delivery,"[('today', 'n'), ('is', 'v'), ('monday', 'a'), ('is', 'v'), ('second', 'a'), ('time', 'n'), ('i', 'n'), ('have', 'v'), ('had', 'v'), ('issue', 'n'), ('grubhub', 'a'), ('delivery', 'n')]",1
46,3,grubhub,302920553,2022-09-26 20:18:27,"So far, so Good!",i have been tracking this driver and he or she has been driving around in my neighborhood and did not even bother to  get to my address so therefore i felt that my food would have  been cold upon arrival and now it was abruptly cancelled so now i am reordering once  again i am a senior citizen and i am disabled the name of the complex is mayflower gardens senior apartments,"[('i', 'n'), ('have', 'v'), ('been', 'v'), ('tracking', 'v'), ('driver', 'n'), ('has', 'v'), ('been', 'v'), ('driving', 'v'), ('neighborhood', 'n'), ('did', 'v'), ('bother', 'a'), ('get', 'v'), ('address', 'n'), ('i', 'a'), ('felt', 'v'), ('food', 'n'), ('have', 'v'), ('been', 'v'), ('cold', 'a'), ('arrival', 'n'), ('was', 'v'), ('cancelled', 'v'), ('i', 'v'), ('am', 'v'), ('reordering', 'v'), ('i', 'a'), ('am', 'v'), ('senior', 'a'), ('citizen', 'n'), ('i', 'n'), ('am', 'v'), ('disabled', 'v'), ('name', 'n'), ('complex', 'n'), ('is', 'v'), ('mayflower', 'a'), ('gardens', 'n'), ('senior', 'a'), ('apartments', 'n')]",1
47,3,grubhub,302920553,2022-09-26 20:18:27,"So far, so Good!",i wished that the driver would keep in mind that some of us older customers are not as quick to get to the door and we are not dumb or stupid,"[('i', 'n'), ('wished', 'v'), ('driver', 'n'), ('keep', 'v'), ('mind', 'n'), ('older', 'a'), ('customers', 'n'), ('are', 'v'), ('quick', 'n'), ('get', 'v'), ('door', 'n'), ('are', 'v'), ('dumb', 'a'), ('stupid', 'a')]",1
48,3,grubhub,302920553,2022-09-26 20:18:27,"So far, so Good!",i know know how to read apps and i know my directionswhen they come and some of them in the past will abruptly leave your order at the door on the ground and not even bother to knock,"[('i', 'n'), ('know', 'v'), ('know', 'v'), ('read', 'v'), ('apps', 'n'), ('i', 'n'), ('know', 'v'), ('directionswhen', 'n'), ('come', 'v'), ('past', 'n'), ('leave', 'v'), ('order', 'n'), ('door', 'n'), ('ground', 'n'), ('bother', 'a'), ('knock', 'v')]",1
49,3,grubhub,302920553,2022-09-26 20:18:27,"So far, so Good!",i am requesting a reorder once again because i have tracked the last driver and he or she was in my neighborhood and i am not sure if they were lost or not but it would be nice if they were use the gps system more effectively so that they can find my address,"[('i', 'n'), ('am', 'v'), ('requesting', 'v'), ('reorder', 'n'), ('i', 'n'), ('have', 'v'), ('tracked', 'v'), ('last', 'a'), ('driver', 'n'), ('was', 'v'), ('neighborhood', 'n'), ('i', 'n'), ('am', 'v'), ('sure', 'a'), ('were', 'v'), ('lost', 'v'), ('be', 'v'), ('nice', 'a'), ('were', 'v'), ('use', 'v'), ('gps', 'n'), ('system', 'n'), ('find', 'v'), ('address', 'n')]",1
50,3,grubhub,302920553,2022-09-26 20:18:27,"So far, so Good!",please know that  is why i am really hesitant to order with you in the near future if this continues to happen,"[('please', 'n'), ('know', 'v'), ('is', 'v'), ('i', 'a'), ('am', 'v'), ('hesitant', 'a'), ('order', 'n'), ('near', 'a'), ('future', 'n'), ('continues', 'v'), ('happen', 'v')]",1
51,3,grubhub,302920553,2022-09-26 20:18:27,"So far, so Good!",needless to say i am not happy at this timei noticed that a female driver will be delivering my order shortly and i hope that it will arrive in time,"[('needless', 'a'), ('say', 'v'), ('i', 'n'), ('am', 'v'), ('happy', 'a'), ('timei', 'n'), ('noticed', 'v'), ('female', 'a'), ('driver', 'n'), ('be', 'v'), ('delivering', 'v'), ('order', 'n'), ('i', 'v'), ('hope', 'v'), ('arrive', 'v'), ('time', 'n')]",1
52,4,grubhub,302920553,2022-11-01 20:34:29,Ugh,this company is one of the worst i have ever dealt with,"[('company', 'n'), ('is', 'v'), ('worst', 'a'), ('i', 'n'), ('have', 'v'), ('dealt', 'v')]",1
53,4,grubhub,302920553,2022-11-01 20:34:29,Ugh,late all the time,"[('time', 'n')]",1
54,4,grubhub,302920553,2022-11-01 20:34:29,Ugh,often the math does not add up,"[('math', 'n'), ('does', 'v'), ('add', 'v')]",1
55,4,grubhub,302920553,2022-11-01 20:34:29,Ugh,they gave me a 5 promo for being late but it only gave me 1 and change off,"[('gave', 'v'), ('promo', 'n'), ('being', 'v'), ('late', 'a'), ('gave', 'v'), ('change', 'v')]",1
57,4,grubhub,302920553,2022-11-01 20:34:29,Ugh,the order will come to one thing but they charge the bank another,"[('order', 'n'), ('come', 'v'), ('thing', 'n'), ('charge', 'v'), ('bank', 'n')]",1
58,4,grubhub,302920553,2022-11-01 20:34:29,Ugh,i canceled last yr but ended up with a free year long plus membership then i got hurt so cannot drive so i use it a lot now,"[('i', 'n'), ('canceled', 'v'), ('last', 'a'), ('yr', 'n'), ('ended', 'v'), ('free', 'a'), ('year', 'n'), ('membership', 'n'), ('i', 'v'), ('got', 'v'), ('hurt', 'v'), ('drive', 'v'), ('i', 'a'), ('use', 'v'), ('lot', 'n')]",1
59,4,grubhub,302920553,2022-11-01 20:34:29,Ugh,it is rare i have a seamless order,"[('is', 'v'), ('rare', 'a'), ('i', 'n'), ('have', 'v'), ('seamless', 'n'), ('order', 'n')]",1
60,4,grubhub,302920553,2022-11-01 20:34:29,Ugh,just now i am waiting for my food for an hr get a call from a man i could not understand and he just hangs up on me when i said sorry i did not catch that,"[('i', 'v'), ('am', 'v'), ('waiting', 'v'), ('food', 'n'), ('hr', 'n'), ('get', 'v'), ('call', 'n'), ('man', 'n'), ('i', 'n'), ('understand', 'v'), ('hangs', 'v'), ('i', 'n'), ('said', 'v'), ('sorry', 'a'), ('i', 'n'), ('did', 'v'), ('catch', 'v')]",1
61,4,grubhub,302920553,2022-11-01 20:34:29,Ugh,very thick accent in a very loud call center,"[('thick', 'a'), ('accent', 'n'), ('loud', 'a'), ('call', 'n'), ('center', 'n')]",1
62,4,grubhub,302920553,2022-11-01 20:34:29,Ugh,then i see my order was canceled i had promos on the order from the last time they messed up and now those are not valid,"[('i', 'n'), ('see', 'v'), ('order', 'n'), ('was', 'v'), ('canceled', 'v'), ('i', 'n'), ('had', 'v'), ('promos', 'v'), ('order', 'n'), ('last', 'a'), ('time', 'n'), ('messed', 'v'), ('are', 'v'), ('valid', 'a')]",1
63,4,grubhub,302920553,2022-11-01 20:34:29,Ugh,i reordered from another restaurant and the driver did not bring the drinks  give us forks or sauce,"[('i', 'n'), ('reordered', 'v'), ('restaurant', 'n'), ('driver', 'n'), ('did', 'v'), ('bring', 'v'), ('drinks', 'n'), ('give', 'v'), ('forks', 'v'), ('sauce', 'v')]",1
64,4,grubhub,302920553,2022-11-01 20:34:29,Ugh,also knocked when i said to no contact,"[('knocked', 'v'), ('i', 'n'), ('said', 'v'), ('contact', 'n')]",1
65,4,grubhub,302920553,2022-11-01 20:34:29,Ugh,i had one driver last year flip off my camera for absolutely no reason,"[('i', 'n'), ('had', 'v'), ('driver', 'n'), ('last', 'a'), ('year', 'n'), ('flip', 'v'), ('camera', 'n'), ('reason', 'n')]",1
66,4,grubhub,302920553,2022-11-01 20:34:29,Ugh,i tip 25,"[('i', 'a'), ('tip', 'v')]",1
67,4,grubhub,302920553,2022-11-01 20:34:29,Ugh,i definitely will not be using it after my free year ends this february,"[('i', 'n'), ('be', 'v'), ('using', 'v'), ('free', 'a'), ('year', 'n'), ('ends', 'v'), ('february', 'a')]",1
68,4,grubhub,302920553,2022-11-01 20:34:29,Ugh,i was formally a paid grubhub  customer,"[('i', 'n'), ('was', 'v'), ('paid', 'n'), ('grubhub', 'n'), ('customer', 'n')]",1
69,4,grubhub,302920553,2022-11-01 20:34:29,Ugh,i order out probably 15 to 20 times a month due to my physical pain,"[('i', 'n'), ('order', 'n'), ('times', 'n'), ('month', 'n'), ('due', 'a'), ('physical', 'a'), ('pain', 'n')]",1
70,4,grubhub,302920553,2022-11-01 20:34:29,Ugh,it is easier than cooking and cleaning dishes,"[('is', 'v'), ('easier', 'a'), ('cooking', 'n'), ('cleaning', 'n'), ('dishes', 'n')]",1
71,4,grubhub,302920553,2022-11-01 20:34:29,Ugh,but i will  find other ways like pizza delivery or doordash,"[('i', 'n'), ('find', 'v'), ('other', 'a'), ('ways', 'n'), ('pizza', 'n'), ('delivery', 'n'), ('doordash', 'n')]",1
72,4,grubhub,302920553,2022-11-01 20:34:29,Ugh,which is not much better but still better,"[('is', 'v'), ('much', 'a'), ('better', 'a')]",1
73,5,grubhub,302920553,2022-11-06 22:35:01,Was not able to place an order,i do not use grubhub much but when i do use it it is always a problem placing an order,"[('i', 'n'), ('do', 'v'), ('use', 'v'), ('grubhub', 'a'), ('i', 'n'), ('do', 'v'), ('is', 'v'), ('problem', 'n'), ('placing', 'v'), ('order', 'n')]",1
74,5,grubhub,302920553,2022-11-06 22:35:01,Was not able to place an order,i spent over an hour trying to place an order and my order kept being cancelled for no reason,"[('i', 'a'), ('spent', 'v'), ('hour', 'n'), ('trying', 'v'), ('place', 'v'), ('order', 'n'), ('order', 'n'), ('kept', 'v'), ('being', 'v'), ('cancelled', 'v'), ('reason', 'n')]",1
75,5,grubhub,302920553,2022-11-06 22:35:01,Was not able to place an order,i tried different restaurants different payment cards tried the app and internet browser but no luck,"[('tried', 'v'), ('different', 'a'), ('restaurants', 'n'), ('different', 'a'), ('payment', 'n'), ('cards', 'n'), ('tried', 'v'), ('app', 'n'), ('internet', 'n'), ('browser', 'n'), ('luck', 'n')]",1
76,5,grubhub,302920553,2022-11-06 22:35:01,Was not able to place an order,the generic and un useful message i would get would be reason for cancellation unfortunately we are unable to fulfill this order and that is all,"[('generic', 'a'), ('un', 'a'), ('useful', 'a'), ('message', 'n'), ('i', 'n'), ('get', 'v'), ('be', 'v'), ('reason', 'n'), ('cancellation', 'n'), ('are', 'v'), ('unable', 'a'), ('fulfill', 'v'), ('order', 'n'), ('is', 'v')]",1
77,5,grubhub,302920553,2022-11-06 22:35:01,Was not able to place an order,another brief message i would get is to call customer service if the problem continues but could not find a customer service number anywhere,"[('brief', 'a'), ('message', 'n'), ('i', 'n'), ('get', 'v'), ('is', 'v'), ('call', 'v'), ('customer', 'n'), ('service', 'n'), ('problem', 'n'), ('continues', 'v'), ('find', 'v'), ('customer', 'n'), ('service', 'n'), ('number', 'n')]",1
78,5,grubhub,302920553,2022-11-06 22:35:01,Was not able to place an order,i finally found the customer service number by reading the reviews i called and the customer service person working from home had a rooster that can be heard in the background,"[('i', 'n'), ('found', 'v'), ('customer', 'n'), ('service', 'n'), ('number', 'n'), ('reading', 'v'), ('reviews', 'n'), ('i', 'n'), ('called', 'v'), ('customer', 'n'), ('service', 'n'), ('person', 'n'), ('working', 'v'), ('home', 'n'), ('had', 'v'), ('rooster', 'n'), ('be', 'v'), ('heard', 'v'), ('background', 'n')]",1
79,5,grubhub,302920553,2022-11-06 22:35:01,Was not able to place an order,the rep did not offer any troubleshooting and or solution to get my order only said he would escalated to a supervisor and it can take up to 24hrs for them to get back to me or resolve it,"[('rep', 'n'), ('did', 'v'), ('offer', 'v'), ('troubleshooting', 'n'), ('solution', 'n'), ('get', 'v'), ('order', 'n'), ('said', 'v'), ('escalated', 'v'), ('supervisor', 'n'), ('take', 'v'), ('get', 'v'), ('resolve', 'v')]",1
82,5,grubhub,302920553,2022-11-06 22:35:01,Was not able to place an order,the only solution i given to me was that i can go in person to the restaurant or call them directly,"[('only', 'a'), ('solution', 'n'), ('i', 'n'), ('given', 'v'), ('was', 'v'), ('i', 'n'), ('go', 'v'), ('person', 'n'), ('restaurant', 'n'), ('call', 'v')]",1
83,5,grubhub,302920553,2022-11-06 22:35:01,Was not able to place an order,i wanted the convenience of not going out and having my food delivered but it turned into a mission,"[('i', 'n'), ('wanted', 'v'), ('convenience', 'n'), ('going', 'v'), ('having', 'v'), ('food', 'n'), ('delivered', 'v'), ('turned', 'v'), ('mission', 'n')]",1
84,5,grubhub,302920553,2022-11-06 22:35:01,Was not able to place an order,i used a different app and i was able to place an order without any problems,"[('i', 'n'), ('used', 'v'), ('different', 'a'), ('app', 'n'), ('i', 'n'), ('was', 'v'), ('able', 'a'), ('place', 'v'), ('order', 'n'), ('problems', 'n')]",1
85,6,grubhub,302920553,2022-12-02 03:33:20,Would give a zero if I could!,terrible service terrible customer service,"[('terrible', 'a'), ('service', 'n'), ('terrible', 'a'), ('customer', 'n'), ('service', 'n')]",1
86,6,grubhub,302920553,2022-12-02 03:33:20,Would give a zero if I could!,order from restaurant website it defaulted to grub hub for delivery,"[('order', 'n'), ('restaurant', 'n'), ('website', 'n'), ('defaulted', 'v'), ('grub', 'v'), ('hub', 'n'), ('delivery', 'n')]",1
87,6,grubhub,302920553,2022-12-02 03:33:20,Would give a zero if I could!,i ordered and received a time range for delivery of 635645 pm,"[('i', 'n'), ('ordered', 'v'), ('received', 'v'), ('time', 'n'), ('range', 'n'), ('delivery', 'n'), ('pm', 'n')]",1
88,6,grubhub,302920553,2022-12-02 03:33:20,Would give a zero if I could!,order did not arrive until 803pm,"[('order', 'n'), ('did', 'v'), ('arrive', 'a')]",1
89,6,grubhub,302920553,2022-12-02 03:33:20,Would give a zero if I could!,food was worse than cold,"[('food', 'n'), ('was', 'v'), ('worse', 'a'), ('cold', 'n')]",1
90,6,grubhub,302920553,2022-12-02 03:33:20,Would give a zero if I could!,the app showed driver 45 min away enroute to order,"[('app', 'n'), ('showed', 'v'), ('min', 'n'), ('enroute', 'v'), ('order', 'n')]",1
91,6,grubhub,302920553,2022-12-02 03:33:20,Would give a zero if I could!,then showed driver in another parking lot down the road hovering forever,"[('showed', 'v'), ('driver', 'n'), ('parking', 'n'), ('lot', 'n'), ('road', 'n'), ('hovering', 'n'), ('forever', 'n')]",1
92,6,grubhub,302920553,2022-12-02 03:33:20,Would give a zero if I could!,i messaged driver he said he was waiting,"[('i', 'n'), ('messaged', 'v'), ('driver', 'n'), ('said', 'v'), ('was', 'v'), ('waiting', 'v')]",1
93,6,grubhub,302920553,2022-12-02 03:33:20,Would give a zero if I could!,i called restaurant my order was ready,"[('i', 'n'), ('called', 'v'), ('restaurant', 'n'), ('order', 'n'), ('was', 'v'), ('ready', 'a')]",1
94,6,grubhub,302920553,2022-12-02 03:33:20,Would give a zero if I could!,no one was there waiting to pick up,"[('one', 'n'), ('was', 'v'), ('waiting', 'v'), ('pick', 'v')]",1
