app_name,app_id,date,title,review,rating
grubhub,302920553,2022-09-21 02:43:15,Horrible customer service,"I received a text saying my order was delivered by the front door. I went outside. It wasn’t there. I texted the driver asking him where he left it. He says under the mailbox which didn’t make much sense given where the mailroom is in my building. I then described my building and asked him if that’s where he left it. He texts back no. I asked him what address he left it at. He texts back that he doesn’t have that information, and there’s nothing else he can do to help me. I went to the app and tried to use the chat to talk to customer service. I was in a queue for a while. Then someone finally joined the chat. They didn’t type anything or respond to anything. After 10 minutes of no response in the chat, I found the customer service number and called them. After a bit of time on hold, I finally talked to someone and explained what happened. She said she would reorder it for me but didn’t offer any discount or coupon or anything. She didn’t even really apologize. I finally received my order over an hour late. No discount, no coupon, no apology, nothing!",2
grubhub,302920553,2022-11-12 01:10:08,Unwilling Drivers to Find my House,"I had 2 experiences where the driver couldn’t find my house. Poor directions from Grubhub. I live on a busy street, right across from a high school, with a unique tower above the garage and the drivers still couldn’t find it! I even had one delivery person leave my order at the wrong house and do nothing. Sometimes I don’t have a car and so ordering my food to be delivered is the only way I can get it. I have never had this problem with Doordash or Instacart. I only started with Grubhub because of a promotion from my work.  I decided to cancel my $10 a month membership, after one of the drivers, who drove past my house twice, even with me telling him the directions very politely at the same time, threaten to drive off with my order and not deliver it. He then refused to drive into my driveway and had me run out to his truck to grab it. Once I did, I said “Thank you!” And he said said uh-huh and drove off. I get it, he took longer to find my house, but I did tip 20%. I should not have been treated like that. I do work customer service and I do know how hard it can be, but in this case, how I was treated, was unacceptable.",1
grubhub,302920553,2022-12-18 07:26:03,Your negligence ruined my 30th birthday dinner,"I ordered from Tucanos for my 30th birthday dinner. It was set to arrive at around 5:40, perfect for dinner time. About 5:30 the driver called to tell me Tucanos doesn’t sell the thing I ordered. When I asked her to ask them for a substitution, they said THEY AREN’T SELLING ANY TAKEOUT ORDERS THIS MONTH. By the time I could order something else from DoorDash and have it arrive, I was eating dinner at 7 while my kids were getting ready for bed, they having had grilled cheeses. You have ONE job, Grubhub App. Confirm the order so the driver can pick it up. Clearly Tucanos didn’t confirm they could fill the order before you wasted my time and the driver’s time on the order. I hope you paid her. Your process requires revision. You know what’s worse than having to go get your own food because a restaurant won’t do delivery? HAVING NO FOOD BECAUSE YOUR APP DROPPED THE BALL! I hope you fail by losing your customer base to Doordash’s superior app and process design. 

UPDATE: Developer has responded to my complaint by asking me to use their “contact us” option on their site. There is not actually a way to contact them at the link provided.",1
grubhub,302920553,2022-11-13 18:11:42,Food is always late,"I’m done with GrubHub after this order. Every delivery is late. The restaurant’s provide the correct items, but we always end up staring at our drivers on the map going to the restaurant then driving to the other end of the city, before updating to say the order will be late and they’ve magically just picked up our food and are on the way. After complaining to GrubHub twice recently about cold food, both times they said they would issue a $5 make-good and neither time has that email been received. I always tip over 20% for the drivers, but then end up with cold food. I wish there was the ability to tip after delivery rather than before. I also wish there was a way to ensure deliveries came straight from the restaurant to our door rather than being the third stop on the way 45 mins after the food leaves the restaurant. I understand we’re paying for convenience of not leaving our house, but the markups on all the food is ridiculous. You’re basically paying three times the cost for poor quality.",2
grubhub,302920553,2022-12-10 22:31:00,Grubhub Meal Delivery Service,"I’ve never used meal delivery services that require a membership to be more affordable. But not having to leave my house to shop for groceries and then spend time and effort making meals has been surprisingly rewarding!

Grubhub has changed the way I feel about “being too lazy” to do it myself, because the convenience is a justified reward for worn out full time parents, the elderly and disabled people. 

Ordering is SO easy, from a growing number of participating top fast food, healthy and top-notch restaurants. It IS a little pricier but the minimal extra cost is WELL WORTH IT! Average time from submitting an order to delivery at your door is about 20-35 minutes, or 40-50 during holiday seasons. And everything is hot, fresh and ready to serve. 

I’ve been happy with this app’s service, overall   However I do have occasional issues, especially within the last 3 months or so:  
1.  Orders that display a status of “being prepared” or “on the way” but are suddenly cancelled without explanation or notification. 
2.  Orders that indicate delivery completed, but never received. These are always cases where they delivered to the wrong address. 
3. And lastly, orders that are missing items, especially the drinks. 

I still recommend this app and I still use it often but I want people to be aware that the service is not without occasional delays, problems or issues. 

Renée W. 

Renée W.",4
grubhub,302920553,2022-10-06 22:57:25,Horrible Customer Service,"I have had to deal with their customer service several times. They have all been horrible experiences. There is no empathy to anyones situation and their solutions are laughable. Tonight we placed an order and 10 minutes later I got a notification that it was cancelled and then a phone call letting me know my order was cancelled due to a restaurant error and I would get a refund within 5 days. We made other plans for dinner and we’re sitting down to eat 40 minutes later when my phone rang and it was the restaurant that we originally ordered from asking if we were coming to pick up the order. I guess Grubhub cancelled it on their own without telling the restaurant. I apologized as if I knew, I would have gone over and picked it up myself. I went and read the email Grubhub sent and they stated it was a delivery error, but customer service blamed it on the restaurant. This is horrible for both the consumer and the restaurant that lost the money for food they prepared. We’ve had so many issues, but I won’t be wasting money on this anymore.",1
grubhub,302920553,2022-10-30 18:51:05,Horrible!,"Horrible system just like Seamless. Do not follow there guarantee policy to cancel order if the order has not been confirmed yet. I’ve had problems with drivers eating my food, delivering to the wrong location, not reading my directions, restaurants not following my specifications so because of that Grubhub and Seamless have dubbed my account suspicious of getting large amount of concessions so this would be a reason to not be able to follow there guarantee of canceling an order if you use the wrong credit card. They blame me not the drivers they hire or the restaurant that made the mistake or the fact that on multiple occasions I have lost my lunch hour due to there incompetence of not following directions or putting ingredients in my food that I am unable to eat or the restaurant is about 3 hours late delivering my food so they have a guarantee and I collect on that guarantee so if you do then your suspicious. I believe this company is run by a bunch of idiots. Here’s all these guarantees we offer but please do use the chat and collect on them!",1
grubhub,302920553,2022-09-11 21:06:28,Worst Delivery Service in KC,"I have had multiple times where a restaurant and/dasher calls because the order does not exist in their system or someone has given the wrong CC information. Grubhub jacks up the prices then processes your card meanwhile someone calls the restaurant and uses a company CC. I had a restaurant call me one time and said they wouldn’t let my food go because my CC was declined…they then told me how it Grubhub calls them and pays with a different card. I gave the restaurant another CC and my food was delivered. Meanwhile, Grubhub said my card was already processed and couldn’t cancel the charge or do anything…until I told them what that the restaurant already told me that Grubhub personal gave them their CC that was declined then all of a sudden I had an instant refund. The same thing just happened again but worse. This company is nothing but robbing you. And what about the “free memberships” with other apps? Are they really free if I’m charged hella dollars for a service fee every order AND jacked up prices. No it’s not free, just a scam!",1
grubhub,302920553,2022-11-10 02:58:16,First and last time I will use this service,"Placed my order and I could see tracking of driver picking up food. Then all of a sudden the driver is switched to a different person who then drives to the same location to pick up my food. After a confirmation of my food being picked up and the driver coming all the way to my hotel parking lot, calls me to question if I picked up my food already. I have been waiting over an hour (order was delayed due to the driver switch) just to then be accused that I picked up my own food?! So after waiting all that time, and then driving to my location to finally inform me my order was “lost.”  I then get in touch with customer support who informs me it will take up to 5 days to be refunded and that my order could not be created as the place wouldn’t be able to make it  in time so then I had to figure out a different delivery as I was not going to risk my food being “lost” again through this terrible service. Never using Grubhub again. Worst first experience.",1
grubhub,302920553,2022-12-18 02:04:57,Horrible customer service,I’ve never had a good experience with this service and it’s always been the drivers fault but today takes the cake. Today we ordered and the order was delayed once which was expected due to how popular the restaurant is but then the order was picked up and then the driver took almost an hour to deliver the food at one point I kept track of his location and it remained stationary in the same spot for over 10 minutes when attempting to contact the driver there was no answer on his behalf. After going to grub hub to report this all they could say was sorry for the service and for the cold food here’s 5 dollar credit that expires in 30 days when asking if anything else could be done they said they can’t do anything regarding their drivers. There’s a lack of accountability with their drivers why wouldn’t they be able to cover for them it’s their employees not the restaurant’s fault. I have now deleted the app and account and now they have lost a user.,1
grubhub,302920553,2022-11-19 19:43:40,"Driver stole our food, customer service couldn’t reorder","We ordered lunch at 10:30 with an 11:15 expected delivery. Around 11:35 we start wondering where our food is. No correspondence from our driver. I look on the app and it says our food has been delivered. We check all door locations- no food. Start chatting with customer service and they won’t give the drivers number or any form of communication. They say the driver is no longer responding and that they cannot reprocess our order. By this time it is noon and to reorder, there is a 50-60 minute wait. We ordered $90 worth of food which they said they would refund within 3-5 days and offered a $10 coupon. So by 12:30, we have no food, we have an hour wait for anything else and we have a $10 reward to a company that clearly does not vet their drivers. I’m sorry but $10 is not enough to make up for the severe inconvenience and lack of ability to make it right in a timely manner. Will definitely be using different apps from here on out.",1
grubhub,302920553,2022-11-01 14:01:24,Worst Food Delivery App,I absolutely hate this food app. I will never use again. I actually get free delivery with prime but I won’t be ordering through them again. Everytime I order from them my order is either canceled or a couple times it’s extremely late. One time I waited over 2 hours for a burrito from a place 10 min away. I kept talking to customer service and they would not tell me if it was something with the restaurant or was it just that the driver was not going to pick it up from the place. Eventually after talking to about 3 customer service reps I canceled the order and went to get it myself. They also didn’t want to give me a full refund for waiting over 2 hours when estimated delivery was 30 min. A few other times my order was delivered in the dirt outside my apartment complex. Just left there. GrubHub did nothing for me. Even after sending pics and messages. They need serious work on customer service and driver issues before I will ever use them again.,1
grubhub,302920553,2022-11-17 07:41:50,Edited delivery address ended up paying for multiple orders,"App Problem #1 was that the app showed wrong delivery address type (home/business). The app makes it possible to edit the delivery address info. So I did. Bu the address type showing wrong type did not get fixed. I tried again and then gave up. 

App Problem #2 was that every address edit was interpreted as a new order. So got charged for 2 more orders. 

Restaurant Problem #1 was that they did not answer my call.

Restaurant Problem #2 was that even though I texted them them that I have been trying to change my address they still sent me extra meals of the same exact order. 

Restaurant Problem #3 was that they ignored the fact that they received 3 exactly the same orders from the same person to the same delivery location within 2 minutes or so.

Grubhub Support Problem #1 is that they are bot customer satisfaction oriented. They don’t have this predefined business instinct or making it right for the customer. They made me explicitly ask for a refund and then repeat my request. And then they wanted to refund only 1 extra order. I had to really insist for them to finally cancel those orders and issue the refund.  Haven’t received the refund yet. Writing right after my interaction with the support.",3
grubhub,302920553,2022-11-16 02:05:50,The worst customer service!,"The app is what it is a food ordering service.  What do you expect to receive from a company that adversities “customer service”?  Well for me expect that I would order the desired product and that the order would be delivered as expected in a fair time.  I order the wait was almost an hour but okay I agreed to the price and the time.  Pay the fees and tip 20% of the ticket to the driver.   I called the restaurant after the time had passed 3 minutes from latest delivery expectation.  The restaurant informed me the food had been waiting on a driver for almost 16 minutes.  I started a text with grub hub and all I got was a cancelled order, five dollar off my next sixty dollar order and a I really apologize for this.  This is not the first time it has happened!  Just a word and maybe it is just my bad luck with these guys but I will not waste another 1hour of my life to cancel the order and get an apology.  I hate this app, and the customer service which is not!",1
grubhub,302920553,2022-10-15 16:43:58,Wrong order received,"Where is the accountability from Grubhub when mistakes are made?  You delivered the wrong order to my home this morning.  I call you and tell you what happened and you tell me you’ve refunded the order and that’s all you can do.  We call the restaurant and our order is just sitting there. I ask why you can’t deliver my order?  Customer service says once the order has been marked as delivered there is nothing they can do. Absolute trash of a service you provide Grubhub.   Make the order right, send the driver to go back and pick up my correct order??  I didn’t call you for funsies, your job was to deliver to my food and a mistake was made.  Why is Grubhub not able to make good on their end??  Last time we use your service Grubhub.  Corporate pigs at their finest.  Talked to customer service and waited for over an hour after our wrong order was delivered to finally get someone on the phone who also wouldn’t accept any accountability.",1
grubhub,302920553,2022-11-04 22:13:59,Worse than Doordash,"So just had a conversation with customer support, I was waiting for my order and it said it would arrive at x time, so I waited and noticed that the driver was at one point just driving in circles near but about 5 blocks from my location, so I thought ok here we go again gps is going to screw things up, I message the driver no response, I call the driver still no response. Now I’m worried so I contact grub hub customer service and ask them to check up on the driver because I’m think maybe they got into an accident or something they are in the middle of the street and haven’t moved their gps location in about 10 mins. Well it turns out the gps was just freaking out and the driver was picking up an order for someone else and was waiting for almost 30 mins to pick it up when they could have delivered my food and then gone back.  I’m sorry but what kind of backwards algorithm are you folks in grub hub using to determine deliveries.",1
grubhub,302920553,2022-10-21 22:55:52,They know what they’re doing to hide bad reviews,"Not only is Apple somehow changing 1-star reviews to 5-star for this app, but in the app you can’t even review a restaurant or driver once you have a problem. Driver never delivered your food? Can’t leave a review to warn others. Restaurant forgot half your meal? Once you file for a refund you can’t leave a review. Forcing only positive feedback to make themselves and bad restaurants look good. I just ordered food and you can tell the restaurant intentionally “forgot” all of the free items like sauce and utensils, as well as more than half my food. They only refunded me $11 so I ended up paying $32 for $7 worth of food. I don’t know who is worse, Grubhub or DoorDash. I’ve also had MULTIPLE drivers just disappear for 45 minutes. Literally happened to me THREE times where I’ve cancelled orders because of a driver who probably went home. Just pick up your own food folks. Or use local delivery services. Forget about these garbage corporations.",1
grubhub,302920553,2022-10-11 11:26:27,Meh,"Tried it out for the first time using a gift card. Ordered from a place we typically love. It was very easy. Driver was awesome we tipped well.  However, GrubHub managed a huge markup on everything in addition to multiple fees etc.  After everything, it almost doubled the price of our normal order. We would be crazy to use GrubHub unless it’s an emergency.  

Also, the app suggested to us to add-on drinks at 7-11 on the way. I tried to add drinks onto the order but it seemed to be missing beer from the app. Just suggested pop and energy drinks. No thank you.  

I’ll just be picking up myself in the future.  Maybe I will try that next time… assuming there aren’t tons of fees/markup.  I didn’t know it was an option but I just Googled it and found this is offered.  Honestly, would rather call the restaurant and order direct to support their business.",3
grubhub,302920553,2022-11-15 00:53:19,Worst Delivery Service EVER!!,"I order mcdonalds…. Got a combo, and an extra cheeseburger on the side. Came out to $20 i believe. Im checking the map because my food is taking wayyy too long. The driver isnt even NEAR the restaurant. It says “on the way to you” yet he’s driving the opposite direction.   The receipt says my food was finished at 3:22pm,yet i received it at 3:56pm.  My food was COLD. Unedible, And my cheeseburger was made incorrectly. Ticket said NO PICKLES EXTRA ONIONS, Yet i received no onions extra pickles… (which is the restaurants fault not grubhub)  so anyways i contact ‘support’ and told them my entire order was wrong. Even received dr pepper instead of coke. Literally my WHOLE ORDER was poor quality. They gove me a $4.77 refund for EVERYTHING. Literally stealing money from customers at this point just so your weak employees can cruise around town, then deliver incorrect, COLD food. Will not be using this app ever again, and will definitely be advising others to not use this poor excuse of delivery services.",1
grubhub,302920553,2022-11-03 23:11:59,Grubhub is Awesome!,"I pick up my own orders when I can, but when I am starving and don’t feel like going; Grubhub is awesome! The restaurant’s I order from are delicious and the drivers are excellent. I get my orders in a timely manner and the food is hot and the drinks are cold - winter and summer! So treat yourself! I first used Grubhub last holiday season! No traffic headaches and timely service! Holiday testing is a good measure for service. These folks have never let me down!  Steak Out has actually hung up on me when I called during the week. Not just once or twice - consistently. The weekend crew is great. However, Grubhub has never disappointed me no matter what day it is! Steak Out just loses my business on hang up days! And Grubhub comes through!!!",5
grubhub,302920553,2022-11-03 20:19:48,Just terrible overall,I’ve been using Grub hub for about an year now and the amount of time my foods been stolen is ridiculous and when you do talk to customer support they think everybody is a child sounds like they are talking down to you then all they do you return your money when food is stolen but not like it won’t happen again but yep let me keep throwing my money at an delivery app that takes hours sometimes to deliver due to the fact how lazy there drivers are then you do meet some drivers that are nice and good at what they are doing but I only met 3 in the past year of me using it such a bad experience and customer support does not help this clause at all could at least give me a discount for the next food order after my food been stolen but nope and then get hanged up on twice by not only my driver but also the customer service love to see it and how I do much regret spending even one cent on this garbage app and service,1
grubhub,302920553,2022-11-06 19:10:23,"Good app, but the drivers are unpredictable","There’s nothing wrong with the app itself. I find it very easy to use, and it has many features that improve quality of life such as express reordering and multiple methods of payment.

Customer service I’ve found to be divisive among people who use this app. I personally have had nothing but good experiences. The representatives were kind, helpful, and able to resolve my issues quickly. Hopefully you have the same care.

But those issues all stemmed from one thing: the drivers. I understand how busy they can be and how undertipped they are. But sometimes they can’t seem to follow simple instructions. I’ve had drivers not show up until 30 minutes after I was notified they would arrive, had orders have missing items, and some orders weren’t even delivered to the right address. 

All I have to say is sometimes it’s better to go get the food yourself. Understand that you’re placing your trust in one person to get your food and bring it to you. Sometimes they’ll fail to even do that. There are lots of amazing GrubHub drivers out there, trust me, but you’re likely to have a few bad ones.",4
grubhub,302920553,2022-11-13 00:57:18,Useless,"I received a grubhub gift card and tried using it, my order was over the amount of the gift card so i added my debit card and paid the remaining balance with no problem. my order went through and immediately got cancelled, apparently it “didn’t get processed”. customer service told me they’d refund me within 48 hours and here we are, 48 hours later with no refund. to make matters more frustrating, now anytime i try to order something it tells me to enter my credit card, venmo, or apple pay. i’ve connected my venmo and my apple pay and neither of them will work as payment. i’ve tried my credit card and debit card and it keeps telling me to enter the correct card number despite me doing so atleast 8 different times. i’m getting fed up to the point of just deleting the app and telling everyone i know to NEVER use grubhub ever. Uber eats is way better and their fees are cheaper anyways.",1
grubhub,302920553,2022-09-12 02:40:03,Delivery Issues,"As a person that works in the kitchen at a restaurant- I know first hand that when items are missing- it’s not a driver issue - it’s a restaurant issue. Some restaurants / fast food places will close up the bags so the driver don’t get access and that’s for food safety. If you are missing items from an order call the place you ordered from. They are responsible for getting the order correct NOT delivery drivers!!  
I’m so grateful that we see some of the best drivers who take their job seriously.  If they can double check orders they will but ultimately it’s the responsibility of the place you ordered from!!
Thank you GrubHub for providing a great service!!",5
grubhub,302920553,2022-10-28 00:14:25,Horrible customer support,"The reason I called customer care was because the driver left my food out on the sidewalk in front of my apartment building and didn’t bother to call or text through the app, just sent a picture of the food on the dirty concrete, and dogs use that area to relieve themselves often. I called customer care and the tier one person (Salim) was rude and made me repeat the grievance over and over rather than just giving me to a supervisor as I had asked. 

My husband had to reiterate the story of the crummy delivery drop off to both Salim and his supervisor before we finally got a refund for the inedible food, but no additional credits for our trouble. GrubHub’s customer care system typically allows customers to review their experiences with operators; however, the supervisor disconnected the call before my husband could do so. Thus we’re going more public with how terrible this experience was.",1
grubhub,302920553,2022-09-14 00:58:15,Order Not Delivered,"I placed an expensive order on Grubhub. The driver never delivered the order to my apartment and order was not at other units or at any of the front doors of the building. The driver never called or texts. And after the order claimed delivery, there was no option for me to contact the driver.

The app does not enable users to write reviews for poor driving service. Therefore it seems if a driver steals food or leaves food in an unsecured area, the driver gets away with what was done.

I did contact customer service and the order was replaced. However, there was no additional compensation for the additional wait time. After pressing hard with customer service, I was finally give a 20% discount on a future order, which expires in 1 month - why the expiration???

Regardless, I am frustrated that the driver is allowed to get away with this and that I have no way of being able to contact the driver to ask where the food is.

Customer service ought to be more generous upfront when things like this happen to ensure customers remain loyal to their service.

It was an awful experience. And my impression of Grubhub has significantly reduced. 

I hope this review is shared up the chain of command. Things like this need a solution and ought to be better handled so that their reputation is preserved.",1
grubhub,302920553,2022-12-08 23:07:12,Room for improvement.,"The map updates very slowly when you are viewing the progress of the driver. I was on the phone with one and trying to direct him, and the map was well behind his actual location.

Grubhub also fails to create driver profiles that are simple to view and rate like Uber does. With Uber, you can click on the driver profile and view comments, ratings, specific qualities, and other information. Once the order is completed, Uber has you rate right away to encourage a response.

On Grubhub there is no such thing. With Grubhub you have to go out of your way to do a rating for a driver, so the only people who will likely be doing that are ones who have a negative rating to give. I found this out trying to rate my driver for going above and beyond, which would have been easy to do with Uber but not with Grubhub. You cannot clarify any details with your order after the fact or anything else like you can with Uber.

The search option is clearly incomplete based on the results received depending on how you choose to sort them.

Other than that, the food is there, and it works the same as any other app.",3
grubhub,302920553,2022-11-03 06:31:28,Worst service ever.,So I order from a place 5 minutes away. The driver is positioned 10 minutes away from me. 5 minutes from the restaurant. I called to confirm the food was ready for pick up 20 min after ordering. The driver proceeds to just drive around for whatever reason for 40 min. Literally went back and forth to the street the restaurant was on 3 times and never once grabbed my food. Now finally after an hour or so I receive my food and it’s cold. So I ask for not even a full refund but atleast half my money back cause I’m not eating a cold sandwich that should of just came off a press. Then you have the nerve to say you can only give me 5$ credit back!? Then the agent “helping” me proceeds to say he is gonna transfer me to another department and ends the communication and hangs up on me. I hope your company gets shut down. Terrible service.,1
