s_id,r_id,app_name,app_id,date,title,review,rating
37,2,grubhub,302920553,2022-09-26 16:54:30,Used to love GrubHub until I was hacked,"Unfortunately, my account got hacked and someone used my account to order $40 worth of food and then changed the email on the account so they could change the password.",4
38,2,grubhub,302920553,2022-09-26 16:54:30,Used to love GrubHub until I was hacked,"As soon as I noticed the charges and reported it to Customer Care, I got an email saying they moved my inquiry to ""priority"" due to the serious nature of the concern and that they would be in contact with me shortly.",4
39,2,grubhub,302920553,2022-09-26 16:54:30,Used to love GrubHub until I was hacked,"The email also suggested I reset my password if possible, but I can't since the hacker changed my account info.",4
40,2,grubhub,302920553,2022-09-26 16:54:30,Used to love GrubHub until I was hacked,Days go by and nothing.,4
41,2,grubhub,302920553,2022-09-26 16:54:30,Used to love GrubHub until I was hacked,I sent an email on the same thread asking for an update and a refund and still nothing.,4
42,2,grubhub,302920553,2022-09-26 16:54:30,Used to love GrubHub until I was hacked,It's been about 2 weeks and I still have not received a response.,4
43,2,grubhub,302920553,2022-09-26 16:54:30,Used to love GrubHub until I was hacked,"I was able to remove my payment from my account, luckily, but now I still can't use my account because of the account log in change...EDIT:.The same day I posted this review, GrubHub got back to me and sent me a refund and helped solve my issue so I adjusted my rating.",4
44,2,grubhub,302920553,2022-09-26 16:54:30,Used to love GrubHub until I was hacked,"I do think that serious matters like this should be handled quicker, but do appreciate them handling the situation in a fair manner.",4
45,3,grubhub,302920553,2022-09-26 20:18:27,"So far, so Good!","Today is Monday, September 26, 2022, and this is the second time that I have had an issue with GrubHub delivery.",1
46,3,grubhub,302920553,2022-09-26 20:18:27,"So far, so Good!","I've been tracking this driver and he or she has been driving around in my neighborhood and didn't even bother to  get to my address so therefore I felt that my food would've  been cold upon arrival and now it was abruptly cancelled, so now I am re-ordering once  again.😡 I am a senior citizen and I am disabled, the name of the complex is Mayflower Gardens Senior Apartments.",1
47,3,grubhub,302920553,2022-09-26 20:18:27,"So far, so Good!",I wished that the driver would keep in mind that some of us older customers are not as quick to get to the door and we are not dumb or stupid.,1
48,3,grubhub,302920553,2022-09-26 20:18:27,"So far, so Good!","I know know how to read apps, and I know my directions,when they come, and some of them in the past will abruptly leave your order at the door on the ground and not even bother to knock.",1
49,3,grubhub,302920553,2022-09-26 20:18:27,"So far, so Good!",I am requesting a re-order once again because I have tracked the last driver and he or she was in my neighborhood and I'm not sure if they were lost or not but it would be nice if they were use the GPS system more effectively so that they can find my address.,1
50,3,grubhub,302920553,2022-09-26 20:18:27,"So far, so Good!",Please know that  is why I am really hesitant to order with you in the near future if this continues to happen.,1
51,3,grubhub,302920553,2022-09-26 20:18:27,"So far, so Good!",Needless to say I am not happy at this time.I noticed that a female driver will be delivering my order shortly and I hope that it'll arrive in time.,1
52,4,grubhub,302920553,2022-11-01 20:34:29,Ugh,This company is one of the worst I've ever dealt with.,1
53,4,grubhub,302920553,2022-11-01 20:34:29,Ugh,Late all the time.,1
54,4,grubhub,302920553,2022-11-01 20:34:29,Ugh,Often the math doesn't add up.,1
55,4,grubhub,302920553,2022-11-01 20:34:29,Ugh,They gave me a $5 promo for being late but it only gave me $1 and change off.,1
56,4,grubhub,302920553,2022-11-01 20:34:29,Ugh,Sketchy.,1
57,4,grubhub,302920553,2022-11-01 20:34:29,Ugh,The order will come to one thing but they charge the bank another.,1
58,4,grubhub,302920553,2022-11-01 20:34:29,Ugh,I canceled last yr but ended up with a free year long plus membership then I got hurt so can't drive so I use it a lot now.,1
59,4,grubhub,302920553,2022-11-01 20:34:29,Ugh,It's rare I have a seamless order.,1
60,4,grubhub,302920553,2022-11-01 20:34:29,Ugh,Just now I'm waiting for my food for an hr get a call from a man I couldn't understand and he just hangs up on me when I said sorry I didn't catch that.,1
61,4,grubhub,302920553,2022-11-01 20:34:29,Ugh,Very thick accent in a very loud call center.,1
62,4,grubhub,302920553,2022-11-01 20:34:29,Ugh,Then I see my order was canceled I had promos on the order from the last time they messed up and now those aren't valid.,1
63,4,grubhub,302920553,2022-11-01 20:34:29,Ugh,"I reordered from another restaurant and the driver didn't bring the drinks,  give us forks or sauce.",1
64,4,grubhub,302920553,2022-11-01 20:34:29,Ugh,Also knocked when I said to no contact.,1
65,4,grubhub,302920553,2022-11-01 20:34:29,Ugh,I had one driver last year flip off my camera for absolutely no reason.,1
66,4,grubhub,302920553,2022-11-01 20:34:29,Ugh,I tip 25%.,1
67,4,grubhub,302920553,2022-11-01 20:34:29,Ugh,I definitely won't be using it after my free year ends this February.,1
68,4,grubhub,302920553,2022-11-01 20:34:29,Ugh,I was formally a paid Grubhub + customer.,1
69,4,grubhub,302920553,2022-11-01 20:34:29,Ugh,I order out probably 15 to 20 times a month due to my physical pain.,1
70,4,grubhub,302920553,2022-11-01 20:34:29,Ugh,It's easier than cooking and cleaning dishes.,1
71,4,grubhub,302920553,2022-11-01 20:34:29,Ugh,But I'll  find other ways like pizza delivery or DoorDash.,1
72,4,grubhub,302920553,2022-11-01 20:34:29,Ugh,Which isn't much better but still better.,1
73,5,grubhub,302920553,2022-11-06 22:35:01,Was not able to place an order,"I don't use Grubhub much but when I do use it, it's always a problem placing an order.",1
74,5,grubhub,302920553,2022-11-06 22:35:01,Was not able to place an order,I spent over an hour trying to place an order and my order kept being cancelled for no reason.,1
75,5,grubhub,302920553,2022-11-06 22:35:01,Was not able to place an order,"I tried different restaurants, different payment cards, tried the app and internet browser but no luck.",1
76,5,grubhub,302920553,2022-11-06 22:35:01,Was not able to place an order,"The generic and un useful message I would get would be ""Reason for cancellation: Unfortunately, we're unable to fulfill this order"" and that's all.",1
77,5,grubhub,302920553,2022-11-06 22:35:01,Was not able to place an order,Another brief message I would get is to call customer service if the problem continues but could not find a customer service number anywhere.,1
78,5,grubhub,302920553,2022-11-06 22:35:01,Was not able to place an order,"I finally found the customer service number by reading the reviews, I called and the customer service person working from home had a rooster that can be heard in the background.",1
79,5,grubhub,302920553,2022-11-06 22:35:01,Was not able to place an order,"The rep did not offer any troubleshooting and or solution to get my order, only said he would escalated to a supervisor and it can take up to 24hrs for them to get back to me or resolve it.",1
80,5,grubhub,302920553,2022-11-06 22:35:01,Was not able to place an order,?,1
81,5,grubhub,302920553,2022-11-06 22:35:01,Was not able to place an order,??,1
82,5,grubhub,302920553,2022-11-06 22:35:01,Was not able to place an order,The only solution I given to me was that I can go in person to the restaurant or call them directly.,1
83,5,grubhub,302920553,2022-11-06 22:35:01,Was not able to place an order,I wanted the convenience of not going out and having my food delivered but it turned into a mission.,1
84,5,grubhub,302920553,2022-11-06 22:35:01,Was not able to place an order,I used a different app and I was able to place an order without any problems.,1
85,6,grubhub,302920553,2022-12-02 03:33:20,Would give a zero if I could!,"Terrible service, terrible customer service.",1
86,6,grubhub,302920553,2022-12-02 03:33:20,Would give a zero if I could!,Order from restaurant website it defaulted to grub hub for delivery.,1
87,6,grubhub,302920553,2022-12-02 03:33:20,Would give a zero if I could!,I ordered and received a time range for delivery of 6:35-6:45 pm.,1
88,6,grubhub,302920553,2022-12-02 03:33:20,Would give a zero if I could!,Order did not arrive until 8:03pm.,1
89,6,grubhub,302920553,2022-12-02 03:33:20,Would give a zero if I could!,Food was worse than cold.,1
90,6,grubhub,302920553,2022-12-02 03:33:20,Would give a zero if I could!,The app showed driver 45 min away enroute to order.,1
91,6,grubhub,302920553,2022-12-02 03:33:20,Would give a zero if I could!,Then showed driver in another parking lot down the road hovering forever.,1
92,6,grubhub,302920553,2022-12-02 03:33:20,Would give a zero if I could!,"I messaged driver he said he was ""waiting"".",1
93,6,grubhub,302920553,2022-12-02 03:33:20,Would give a zero if I could!,I called restaurant my order was ready.,1
94,6,grubhub,302920553,2022-12-02 03:33:20,Would give a zero if I could!,No one was there waiting to pick up.,1
95,6,grubhub,302920553,2022-12-02 03:33:20,Would give a zero if I could!,Asked if I could get my food remade as it was ready for quite some time but I would have to reorder and repurchase.,1
96,6,grubhub,302920553,2022-12-02 03:33:20,Would give a zero if I could!,Tried to cancel through grub hub.,1
97,6,grubhub,302920553,2022-12-02 03:33:20,Would give a zero if I could!,Could never get through.,1
98,6,grubhub,302920553,2022-12-02 03:33:20,Would give a zero if I could!,The queue had over 300 people in it.,1
99,6,grubhub,302920553,2022-12-02 03:33:20,Would give a zero if I could!,Called driver he was picking up order but had to wait for another persons and couldn't leave until theirs was done.,1
100,6,grubhub,302920553,2022-12-02 03:33:20,Would give a zero if I could!,Took him 30 min to get 5 miles down the road the app showed him lost and hovering in random parts of our neighborhood.,1
101,6,grubhub,302920553,2022-12-02 03:33:20,Would give a zero if I could!,Food received was cold and soggy.,1
102,6,grubhub,302920553,2022-12-02 03:33:20,Would give a zero if I could!,Contacted customer service chat they adjusted the wrong item to refund for $3+.,1
103,6,grubhub,302920553,2022-12-02 03:33:20,Would give a zero if I could!,I asked for a full refund.,1
104,6,grubhub,302920553,2022-12-02 03:33:20,Would give a zero if I could!,Sent me to a different chat with 100+ in queue just to delete me out of chat completely.,1
105,6,grubhub,302920553,2022-12-02 03:33:20,Would give a zero if I could!,Will never use Grub hub again.,1
106,6,grubhub,302920553,2022-12-02 03:33:20,Would give a zero if I could!,Door Dash is much more efficient and has better help and customer service.,1
107,7,grubhub,302920553,2022-09-20 03:35:53,Grub Hub is not 24/7,"I ordered Wendy's one night at around 10:00 - 10:15, and they had to delay my order for about 30 minutes, which i get, stuff happens ya know it can't always be perfect.",1
108,7,grubhub,302920553,2022-09-20 03:35:53,Grub Hub is not 24/7,"And then I get another delay, and then another, next thing I know my order is not going to arrive until an hour and a half past when it was originally going to arrive.",1
109,7,grubhub,302920553,2022-09-20 03:35:53,Grub Hub is not 24/7,"I noticed that when I went to the Home Screen where all the restaurants are, they had all closed.",1
110,7,grubhub,302920553,2022-09-20 03:35:53,Grub Hub is not 24/7,"When I searched places such as insomnia cookie, which stays open very late, it said they were still open but it wasn't appearing on the Home Screen.",1
111,7,grubhub,302920553,2022-09-20 03:35:53,Grub Hub is not 24/7,This meant there were no delivery drivers to actually deliver my order now and Grubhub does not know how to handle this when it happens.,1
112,7,grubhub,302920553,2022-09-20 03:35:53,Grub Hub is not 24/7,I contacted support and was told my order could not be cancelled but could instead receive a 10% discount .,1
113,7,grubhub,302920553,2022-09-20 03:35:53,Grub Hub is not 24/7,.,1
114,7,grubhub,302920553,2022-09-20 03:35:53,Grub Hub is not 24/7,.,1
115,7,grubhub,302920553,2022-09-20 03:35:53,Grub Hub is not 24/7,Woo.,1
116,7,grubhub,302920553,2022-09-20 03:35:53,Grub Hub is not 24/7,"I attempted to contact support multiple times after but for some reason it would not reconnect me to anyone else, I did get reconnected to one person, however they said nothing the entire time, and after sitting in the call for about 5 minutes with no response, I left.",1
117,7,grubhub,302920553,2022-09-20 03:35:53,Grub Hub is not 24/7,"This is definitely up there with some of the worst experiences I've had with delivery services, I was honestly kinda impressed.",1
118,8,grubhub,302920553,2022-09-28 01:20:41,Worst Food Delivery App,Time and time again GrubHub disappoints me.,1
119,8,grubhub,302920553,2022-09-28 01:20:41,Worst Food Delivery App,"I order food, leave clear written instructions about where I live and never select ""Contact free delivery"" because I know the app is going to navigate the driver somewhere else.",1
120,8,grubhub,302920553,2022-09-28 01:20:41,Worst Food Delivery App,Why?!,1
121,8,grubhub,302920553,2022-09-28 01:20:41,Worst Food Delivery App,I have no idea!!,1
122,8,grubhub,302920553,2022-09-28 01:20:41,Worst Food Delivery App,There are a select few drivers who go above and beyond.,1
123,8,grubhub,302920553,2022-09-28 01:20:41,Worst Food Delivery App,"If they can't find my residence, they call me, ask questions and eventually deliver my food.",1
124,8,grubhub,302920553,2022-09-28 01:20:41,Worst Food Delivery App,I always tip the drivers because I appreciate them delivering my food.,1
125,8,grubhub,302920553,2022-09-28 01:20:41,Worst Food Delivery App,"However, there are some drivers who don't even attempt to deliver my food, don't go above and beyond to make sure I get what I ordered and are either rude or don't answer my calls/texts after they've dropped off my food at the door but it's nowhere to be found.",1
126,8,grubhub,302920553,2022-09-28 01:20:41,Worst Food Delivery App,"It is a waste of time, money and food ordering through GrubHub.",1
127,8,grubhub,302920553,2022-09-28 01:20:41,Worst Food Delivery App,"Yes, my money gets refunded when I contact customer support.",1
128,8,grubhub,302920553,2022-09-28 01:20:41,Worst Food Delivery App,What I'd like to know is why don't they update their apps navigation to prevent the drivers from not being able to find the home?,1
129,8,grubhub,302920553,2022-09-28 01:20:41,Worst Food Delivery App,Why don't the drivers go out of their way to contact the customer?,1
130,8,grubhub,302920553,2022-09-28 01:20:41,Worst Food Delivery App,Why don't the drivers respond to texts or calls?,1
131,8,grubhub,302920553,2022-09-28 01:20:41,Worst Food Delivery App,It's beyond aggravating going through this time and time again.,1
132,8,grubhub,302920553,2022-09-28 01:20:41,Worst Food Delivery App,I'm deleting this and going to use Uber Eats or Door Dash instead.,1
133,9,grubhub,302920553,2022-09-12 02:06:49,Money back true but…,I agree with the reviewer who said that customer service only response is to refund your $ but not to make it right..,4
134,9,grubhub,302920553,2022-09-12 02:06:49,Money back true but…,"In this post Covid job apocalypseIt would be better if a company with his big name in food delivery as GrubHub, would value their drivers and delivery people a little higher and give them credit for doing the job that they are doing.",4
135,9,grubhub,302920553,2022-09-12 02:06:49,Money back true but…,I wouldn't do the job myself but I'm glad there are people who do since I am a handicap shut in..But I've struggled with Walmart over almost 3 months to get them to honor the price quoted by one of their vendors.,4
136,9,grubhub,302920553,2022-09-12 02:06:49,Money back true but…,Apparently there are no companies anymore who value and honor their employees.,4
137,9,grubhub,302920553,2022-09-12 02:06:49,Money back true but…,The bigger they are the less they care.,4
138,9,grubhub,302920553,2022-09-12 02:06:49,Money back true but…,.I wish there were someone out there who would create a delivery service where the money went all to the restaurant and  drivers and all the service did was broker their services..Alas we do not live in that world.,4
139,9,grubhub,302920553,2022-09-12 02:06:49,Money back true but…,For whatever it's worth GrubHub seems to serve things up just as well as any other delivery service I had to use.,4
140,10,grubhub,302920553,2022-09-21 02:43:15,Horrible customer service,I received a text saying my order was delivered by the front door.,2
141,10,grubhub,302920553,2022-09-21 02:43:15,Horrible customer service,I went outside.,2
142,10,grubhub,302920553,2022-09-21 02:43:15,Horrible customer service,It wasn't there.,2
143,10,grubhub,302920553,2022-09-21 02:43:15,Horrible customer service,I texted the driver asking him where he left it.,2
144,10,grubhub,302920553,2022-09-21 02:43:15,Horrible customer service,He says under the mailbox which didn't make much sense given where the mailroom is in my building.,2
145,10,grubhub,302920553,2022-09-21 02:43:15,Horrible customer service,I then described my building and asked him if that's where he left it.,2
146,10,grubhub,302920553,2022-09-21 02:43:15,Horrible customer service,He texts back no.,2
147,10,grubhub,302920553,2022-09-21 02:43:15,Horrible customer service,I asked him what address he left it at.,2
148,10,grubhub,302920553,2022-09-21 02:43:15,Horrible customer service,"He texts back that he doesn't have that information, and there's nothing else he can do to help me.",2
149,10,grubhub,302920553,2022-09-21 02:43:15,Horrible customer service,I went to the app and tried to use the chat to talk to customer service.,2
150,10,grubhub,302920553,2022-09-21 02:43:15,Horrible customer service,I was in a queue for a while.,2
151,10,grubhub,302920553,2022-09-21 02:43:15,Horrible customer service,Then someone finally joined the chat.,2
152,10,grubhub,302920553,2022-09-21 02:43:15,Horrible customer service,They didn't type anything or respond to anything.,2
153,10,grubhub,302920553,2022-09-21 02:43:15,Horrible customer service,"After 10 minutes of no response in the chat, I found the customer service number and called them.",2
154,10,grubhub,302920553,2022-09-21 02:43:15,Horrible customer service,"After a bit of time on hold, I finally talked to someone and explained what happened.",2
155,10,grubhub,302920553,2022-09-21 02:43:15,Horrible customer service,She said she would reorder it for me but didn't offer any discount or coupon or anything.,2
156,10,grubhub,302920553,2022-09-21 02:43:15,Horrible customer service,She didn't even really apologize.,2
157,10,grubhub,302920553,2022-09-21 02:43:15,Horrible customer service,I finally received my order over an hour late.,2
158,10,grubhub,302920553,2022-09-21 02:43:15,Horrible customer service,"No discount, no coupon, no apology, nothing!",2
159,11,grubhub,302920553,2022-11-12 01:10:08,Unwilling Drivers to Find my House,I had 2 experiences where the driver couldn't find my house.,1
160,11,grubhub,302920553,2022-11-12 01:10:08,Unwilling Drivers to Find my House,Poor directions from Grubhub.,1
161,11,grubhub,302920553,2022-11-12 01:10:08,Unwilling Drivers to Find my House,"I live on a busy street, right across from a high school, with a unique tower above the garage and the drivers still couldn't find it!",1
162,11,grubhub,302920553,2022-11-12 01:10:08,Unwilling Drivers to Find my House,I even had one delivery person leave my order at the wrong house and do nothing.,1
163,11,grubhub,302920553,2022-11-12 01:10:08,Unwilling Drivers to Find my House,Sometimes I don't have a car and so ordering my food to be delivered is the only way I can get it.,1
164,11,grubhub,302920553,2022-11-12 01:10:08,Unwilling Drivers to Find my House,I have never had this problem with Doordash or Instacart.,1
165,11,grubhub,302920553,2022-11-12 01:10:08,Unwilling Drivers to Find my House,I only started with Grubhub because of a promotion from my work.,1
166,11,grubhub,302920553,2022-11-12 01:10:08,Unwilling Drivers to Find my House,"I decided to cancel my $10 a month membership, after one of the drivers, who drove past my house twice, even with me telling him the directions very politely at the same time, threaten to drive off with my order and not deliver it.",1
167,11,grubhub,302920553,2022-11-12 01:10:08,Unwilling Drivers to Find my House,He then refused to drive into my driveway and had me run out to his truck to grab it.,1
168,11,grubhub,302920553,2022-11-12 01:10:08,Unwilling Drivers to Find my House,"Once I did, I said ""Thank you!""",1
169,11,grubhub,302920553,2022-11-12 01:10:08,Unwilling Drivers to Find my House,And he said said uh-huh and drove off.,1
170,11,grubhub,302920553,2022-11-12 01:10:08,Unwilling Drivers to Find my House,"I get it, he took longer to find my house, but I did tip 20%.",1
171,11,grubhub,302920553,2022-11-12 01:10:08,Unwilling Drivers to Find my House,I should not have been treated like that.,1
172,11,grubhub,302920553,2022-11-12 01:10:08,Unwilling Drivers to Find my House,"I do work customer service and I do know how hard it can be, but in this case, how I was treated, was unacceptable.",1
173,12,grubhub,302920553,2022-12-18 07:26:03,Your negligence ruined my 30th birthday dinner,I ordered from Tucanos for my 30th birthday dinner.,1
174,12,grubhub,302920553,2022-12-18 07:26:03,Your negligence ruined my 30th birthday dinner,"It was set to arrive at around 5:40, perfect for dinner time.",1
175,12,grubhub,302920553,2022-12-18 07:26:03,Your negligence ruined my 30th birthday dinner,About 5:30 the driver called to tell me Tucanos doesn't sell the thing I ordered.,1
176,12,grubhub,302920553,2022-12-18 07:26:03,Your negligence ruined my 30th birthday dinner,"When I asked her to ask them for a substitution, they said THEY AREN'T SELLING ANY TAKEOUT ORDERS THIS MONTH.",1
177,12,grubhub,302920553,2022-12-18 07:26:03,Your negligence ruined my 30th birthday dinner,"By the time I could order something else from DoorDash and have it arrive, I was eating dinner at 7 while my kids were getting ready for bed, they having had grilled cheeses.",1
178,12,grubhub,302920553,2022-12-18 07:26:03,Your negligence ruined my 30th birthday dinner,"You have ONE job, Grubhub App.",1
179,12,grubhub,302920553,2022-12-18 07:26:03,Your negligence ruined my 30th birthday dinner,Confirm the order so the driver can pick it up.,1
180,12,grubhub,302920553,2022-12-18 07:26:03,Your negligence ruined my 30th birthday dinner,Clearly Tucanos didn't confirm they could fill the order before you wasted my time and the driver's time on the order.,1
181,12,grubhub,302920553,2022-12-18 07:26:03,Your negligence ruined my 30th birthday dinner,I hope you paid her.,1
182,12,grubhub,302920553,2022-12-18 07:26:03,Your negligence ruined my 30th birthday dinner,Your process requires revision.,1
183,12,grubhub,302920553,2022-12-18 07:26:03,Your negligence ruined my 30th birthday dinner,You know what's worse than having to go get your own food because a restaurant won't do delivery?,1
184,12,grubhub,302920553,2022-12-18 07:26:03,Your negligence ruined my 30th birthday dinner,HAVING NO FOOD BECAUSE YOUR APP DROPPED THE BALL!,1
185,12,grubhub,302920553,2022-12-18 07:26:03,Your negligence ruined my 30th birthday dinner,I hope you fail by losing your customer base to Doordash's superior app and process design.,1
186,12,grubhub,302920553,2022-12-18 07:26:03,Your negligence ruined my 30th birthday dinner,"..UPDATE: Developer has responded to my complaint by asking me to use their ""contact us"" option on their site.",1
187,12,grubhub,302920553,2022-12-18 07:26:03,Your negligence ruined my 30th birthday dinner,There is not actually a way to contact them at the link provided.,1
188,13,grubhub,302920553,2022-11-13 18:11:42,Food is always late,I'm done with GrubHub after this order.,2
189,13,grubhub,302920553,2022-11-13 18:11:42,Food is always late,Every delivery is late.,2
190,13,grubhub,302920553,2022-11-13 18:11:42,Food is always late,"The restaurant's provide the correct items, but we always end up staring at our drivers on the map going to the restaurant then driving to the other end of the city, before updating to say the order will be late and they've magically just picked up our food and are on the way.",2
191,13,grubhub,302920553,2022-11-13 18:11:42,Food is always late,"After complaining to GrubHub twice recently about cold food, both times they said they would issue a $5 make-good and neither time has that email been received.",2
192,13,grubhub,302920553,2022-11-13 18:11:42,Food is always late,"I always tip over 20% for the drivers, but then end up with cold food.",2
193,13,grubhub,302920553,2022-11-13 18:11:42,Food is always late,I wish there was the ability to tip after delivery rather than before.,2
194,13,grubhub,302920553,2022-11-13 18:11:42,Food is always late,I also wish there was a way to ensure deliveries came straight from the restaurant to our door rather than being the third stop on the way 45 mins after the food leaves the restaurant.,2
195,13,grubhub,302920553,2022-11-13 18:11:42,Food is always late,"I understand we're paying for convenience of not leaving our house, but the markups on all the food is ridiculous.",2
196,13,grubhub,302920553,2022-11-13 18:11:42,Food is always late,You're basically paying three times the cost for poor quality.,2
197,14,grubhub,302920553,2022-12-10 22:31:00,Grubhub Meal Delivery Service,I've never used meal delivery services that require a membership to be more affordable.,4
198,14,grubhub,302920553,2022-12-10 22:31:00,Grubhub Meal Delivery Service,"But not having to leave my house to shop for groceries and then spend time and effort making meals has been surprisingly rewarding!..Grubhub has changed the way I feel about ""being too lazy"" to do it myself, because the convenience is a justified reward for worn out full time parents, the elderly and disabled people.",4
199,14,grubhub,302920553,2022-12-10 22:31:00,Grubhub Meal Delivery Service,"..Ordering is SO easy, from a growing number of participating top fast food, healthy and top-notch restaurants.",4
200,14,grubhub,302920553,2022-12-10 22:31:00,Grubhub Meal Delivery Service,It IS a little pricier but the minimal extra cost is WELL WORTH IT!,4
201,14,grubhub,302920553,2022-12-10 22:31:00,Grubhub Meal Delivery Service,"Average time from submitting an order to delivery at your door is about 20-35 minutes, or 40-50 during holiday seasons.",4
202,14,grubhub,302920553,2022-12-10 22:31:00,Grubhub Meal Delivery Service,"And everything is hot, fresh and ready to serve.",4
203,14,grubhub,302920553,2022-12-10 22:31:00,Grubhub Meal Delivery Service,"..I've been happy with this app's service, overall   However I do have occasional issues, especially within the last 3 months or so:  .1.",4
204,14,grubhub,302920553,2022-12-10 22:31:00,Grubhub Meal Delivery Service,"Orders that display a status of ""being prepared"" or ""on the way"" but are suddenly cancelled without explanation or notification.",4
205,14,grubhub,302920553,2022-12-10 22:31:00,Grubhub Meal Delivery Service,.2.,4
206,14,grubhub,302920553,2022-12-10 22:31:00,Grubhub Meal Delivery Service,"Orders that indicate delivery completed, but never received.",4
207,14,grubhub,302920553,2022-12-10 22:31:00,Grubhub Meal Delivery Service,These are always cases where they delivered to the wrong address.,4
208,14,grubhub,302920553,2022-12-10 22:31:00,Grubhub Meal Delivery Service,.3.,4
209,14,grubhub,302920553,2022-12-10 22:31:00,Grubhub Meal Delivery Service,"And lastly, orders that are missing items, especially the drinks.",4
