r_id,s_id,app_name,app_id,date,title,review,rating
5,83,grubhub,302920553,2022-11-06 22:35:01,Was not able to place an order,i wanted the convenience of not going out and having my food delivered but it turned into a mission,1
5,84,grubhub,302920553,2022-11-06 22:35:01,Was not able to place an order,i used a different app and i was able to place an order without any problems,1
6,85,grubhub,302920553,2022-12-02 03:33:20,Would give a zero if I could!,terrible service terrible customer service,1
6,86,grubhub,302920553,2022-12-02 03:33:20,Would give a zero if I could!,order from restaurant website it defaulted to grub hub for delivery,1
6,87,grubhub,302920553,2022-12-02 03:33:20,Would give a zero if I could!,i ordered and received a time range for delivery of 635645 pm,1
6,88,grubhub,302920553,2022-12-02 03:33:20,Would give a zero if I could!,order did not arrive until 803pm,1
6,89,grubhub,302920553,2022-12-02 03:33:20,Would give a zero if I could!,food was worse than cold,1
6,90,grubhub,302920553,2022-12-02 03:33:20,Would give a zero if I could!,the app showed driver 45 min away enroute to order,1
6,91,grubhub,302920553,2022-12-02 03:33:20,Would give a zero if I could!,then showed driver in another parking lot down the road hovering forever,1
6,92,grubhub,302920553,2022-12-02 03:33:20,Would give a zero if I could!,i messaged driver he said he was waiting,1
6,93,grubhub,302920553,2022-12-02 03:33:20,Would give a zero if I could!,i called restaurant my order was ready,1
6,94,grubhub,302920553,2022-12-02 03:33:20,Would give a zero if I could!,no one was there waiting to pick up,1
6,95,grubhub,302920553,2022-12-02 03:33:20,Would give a zero if I could!,asked if i could get my food remade as it was ready for quite some time but i would have to reorder and repurchase,1
6,96,grubhub,302920553,2022-12-02 03:33:20,Would give a zero if I could!,tried to cancel through grub hub,1
6,97,grubhub,302920553,2022-12-02 03:33:20,Would give a zero if I could!,could never get through,1
6,98,grubhub,302920553,2022-12-02 03:33:20,Would give a zero if I could!,the queue had over 300 people in it,1
6,99,grubhub,302920553,2022-12-02 03:33:20,Would give a zero if I could!,called driver he was picking up order but had to wait for another persons and could not leave until theirs was done,1
6,100,grubhub,302920553,2022-12-02 03:33:20,Would give a zero if I could!,took him 30 min to get 5 miles down the road the app showed him lost and hovering in random parts of our neighborhood,1
6,101,grubhub,302920553,2022-12-02 03:33:20,Would give a zero if I could!,food received was cold and soggy,1
6,102,grubhub,302920553,2022-12-02 03:33:20,Would give a zero if I could!,contacted customer service chat they adjusted the wrong item to refund for 3,1
6,103,grubhub,302920553,2022-12-02 03:33:20,Would give a zero if I could!,i asked for a full refund,1
6,104,grubhub,302920553,2022-12-02 03:33:20,Would give a zero if I could!,sent me to a different chat with 100 in queue just to delete me out of chat completely,1
6,105,grubhub,302920553,2022-12-02 03:33:20,Would give a zero if I could!,will never use grub hub again,1
6,106,grubhub,302920553,2022-12-02 03:33:20,Would give a zero if I could!,door dash is much more efficient and has better help and customer service,1
7,107,grubhub,302920553,2022-09-20 03:35:53,Grub Hub is not 24/7,i ordered wendys one night at around 1000  1015 and they had to delay my order for about 30 minutes which i get stuff happens ya know it cannot always be perfect,1
7,108,grubhub,302920553,2022-09-20 03:35:53,Grub Hub is not 24/7,and then i get another delay and then another next thing i know my order is not going to arrive until an hour and a half past when it was originally going to arrive,1
7,109,grubhub,302920553,2022-09-20 03:35:53,Grub Hub is not 24/7,i noticed that when i went to the home screen where all the restaurants are they had all closed,1
7,110,grubhub,302920553,2022-09-20 03:35:53,Grub Hub is not 24/7,when i searched places such as insomnia cookie which stays open very late it said they were still open but it was not appearing on the home screen,1
7,111,grubhub,302920553,2022-09-20 03:35:53,Grub Hub is not 24/7,this meant there were no delivery drivers to actually deliver my order now and grubhub does not know how to handle this when it happens,1
7,112,grubhub,302920553,2022-09-20 03:35:53,Grub Hub is not 24/7,i contacted support and was told my order could not be cancelled but could instead receive a 10 discount,1
7,116,grubhub,302920553,2022-09-20 03:35:53,Grub Hub is not 24/7,i attempted to contact support multiple times after but for some reason it would not reconnect me to anyone else i did get reconnected to one person however they said nothing the entire time and after sitting in the call for about 5 minutes with no response i left,1
7,117,grubhub,302920553,2022-09-20 03:35:53,Grub Hub is not 24/7,this is definitely up there with some of the worst experiences i have had with delivery services i was honestly kinda impressed,1
8,118,grubhub,302920553,2022-09-28 01:20:41,Worst Food Delivery App,time and time again grubhub disappoints me,1
8,119,grubhub,302920553,2022-09-28 01:20:41,Worst Food Delivery App,i order food leave clear written instructions about where i live and never select contact free delivery because i know the app is going to navigate the driver somewhere else,1
8,121,grubhub,302920553,2022-09-28 01:20:41,Worst Food Delivery App,i have no idea,1
8,122,grubhub,302920553,2022-09-28 01:20:41,Worst Food Delivery App,there are a select few drivers who go above and beyond,1
8,123,grubhub,302920553,2022-09-28 01:20:41,Worst Food Delivery App,if they cannot find my residence they call me ask questions and eventually deliver my food,1
8,124,grubhub,302920553,2022-09-28 01:20:41,Worst Food Delivery App,i always tip the drivers because i appreciate them delivering my food,1
8,125,grubhub,302920553,2022-09-28 01:20:41,Worst Food Delivery App,however there are some drivers who do not even attempt to deliver my food do not go above and beyond to make sure i get what i ordered and are either rude or do not answer my callstexts after they have dropped off my food at the door but it is nowhere to be found,1
8,126,grubhub,302920553,2022-09-28 01:20:41,Worst Food Delivery App,it is a waste of time money and food ordering through grubhub,1
8,127,grubhub,302920553,2022-09-28 01:20:41,Worst Food Delivery App,yes my money gets refunded when i contact customer support,1
8,128,grubhub,302920553,2022-09-28 01:20:41,Worst Food Delivery App,what i would like to know is why do not they update their apps navigation to prevent the drivers from not being able to find the home,1
8,129,grubhub,302920553,2022-09-28 01:20:41,Worst Food Delivery App,why do not the drivers go out of their way to contact the customer,1
8,130,grubhub,302920553,2022-09-28 01:20:41,Worst Food Delivery App,why do not the drivers respond to texts or calls,1
8,131,grubhub,302920553,2022-09-28 01:20:41,Worst Food Delivery App,it is beyond aggravating going through this time and time again,1
8,132,grubhub,302920553,2022-09-28 01:20:41,Worst Food Delivery App,i am deleting this and going to use uber eats or door dash instead,1
9,133,grubhub,302920553,2022-09-12 02:06:49,Money back true but…,i agree with the reviewer who said that customer service only response is to refund your  but not to make it right,4
9,134,grubhub,302920553,2022-09-12 02:06:49,Money back true but…,in this post covid job apocalypseit would be better if a company with his big name in food delivery as grubhub would value their drivers and delivery people a little higher and give them credit for doing the job that they are doing,4
9,135,grubhub,302920553,2022-09-12 02:06:49,Money back true but…,i would not do the job myself but i am glad there are people who do since i am a handicap shut inbut i have struggled with walmart over almost 3 months to get them to honor the price quoted by one of their vendors,4
9,136,grubhub,302920553,2022-09-12 02:06:49,Money back true but…,apparently there are no companies anymore who value and honor their employees,4
9,137,grubhub,302920553,2022-09-12 02:06:49,Money back true but…,the bigger they are the less they care,4
9,138,grubhub,302920553,2022-09-12 02:06:49,Money back true but…,i wish there were someone out there who would create a delivery service where the money went all to the restaurant and  drivers and all the service did was broker their servicesalas we do not live in that world,4
9,139,grubhub,302920553,2022-09-12 02:06:49,Money back true but…,for whatever it is worth grubhub seems to serve things up just as well as any other delivery service i had to use,4
10,140,grubhub,302920553,2022-09-21 02:43:15,Horrible customer service,i received a text saying my order was delivered by the front door,2
10,141,grubhub,302920553,2022-09-21 02:43:15,Horrible customer service,i went outside,2
10,142,grubhub,302920553,2022-09-21 02:43:15,Horrible customer service,it was not there,2
10,143,grubhub,302920553,2022-09-21 02:43:15,Horrible customer service,i texted the driver asking him where he left it,2
10,144,grubhub,302920553,2022-09-21 02:43:15,Horrible customer service,he says under the mailbox which did not make much sense given where the mailroom is in my building,2
10,145,grubhub,302920553,2022-09-21 02:43:15,Horrible customer service,i then described my building and asked him if that is where he left it,2
10,146,grubhub,302920553,2022-09-21 02:43:15,Horrible customer service,he texts back no,2
10,147,grubhub,302920553,2022-09-21 02:43:15,Horrible customer service,i asked him what address he left it at,2
10,148,grubhub,302920553,2022-09-21 02:43:15,Horrible customer service,he texts back that he does not have that information and there is nothing else he can do to help me,2
10,149,grubhub,302920553,2022-09-21 02:43:15,Horrible customer service,i went to the app and tried to use the chat to talk to customer service,2
10,150,grubhub,302920553,2022-09-21 02:43:15,Horrible customer service,i was in a queue for a while,2
10,151,grubhub,302920553,2022-09-21 02:43:15,Horrible customer service,then someone finally joined the chat,2
10,152,grubhub,302920553,2022-09-21 02:43:15,Horrible customer service,they did not type anything or respond to anything,2
10,153,grubhub,302920553,2022-09-21 02:43:15,Horrible customer service,after 10 minutes of no response in the chat i found the customer service number and called them,2
10,154,grubhub,302920553,2022-09-21 02:43:15,Horrible customer service,after a bit of time on hold i finally talked to someone and explained what happened,2
10,155,grubhub,302920553,2022-09-21 02:43:15,Horrible customer service,she said she would reorder it for me but did not offer any discount or coupon or anything,2
10,156,grubhub,302920553,2022-09-21 02:43:15,Horrible customer service,she did not even really apologize,2
10,157,grubhub,302920553,2022-09-21 02:43:15,Horrible customer service,i finally received my order over an hour late,2
10,158,grubhub,302920553,2022-09-21 02:43:15,Horrible customer service,no discount no coupon no apology nothing,2
11,159,grubhub,302920553,2022-11-12 01:10:08,Unwilling Drivers to Find my House,i had 2 experiences where the driver could not find my house,1
11,160,grubhub,302920553,2022-11-12 01:10:08,Unwilling Drivers to Find my House,poor directions from grubhub,1
11,161,grubhub,302920553,2022-11-12 01:10:08,Unwilling Drivers to Find my House,i live on a busy street right across from a high school with a unique tower above the garage and the drivers still could not find it,1
11,162,grubhub,302920553,2022-11-12 01:10:08,Unwilling Drivers to Find my House,i even had one delivery person leave my order at the wrong house and do nothing,1
11,163,grubhub,302920553,2022-11-12 01:10:08,Unwilling Drivers to Find my House,sometimes i do not have a car and so ordering my food to be delivered is the only way i can get it,1
11,164,grubhub,302920553,2022-11-12 01:10:08,Unwilling Drivers to Find my House,i have never had this problem with doordash or instacart,1
11,165,grubhub,302920553,2022-11-12 01:10:08,Unwilling Drivers to Find my House,i only started with grubhub because of a promotion from my work,1
11,166,grubhub,302920553,2022-11-12 01:10:08,Unwilling Drivers to Find my House,i decided to cancel my 10 a month membership after one of the drivers who drove past my house twice even with me telling him the directions very politely at the same time threaten to drive off with my order and not deliver it,1
11,167,grubhub,302920553,2022-11-12 01:10:08,Unwilling Drivers to Find my House,he then refused to drive into my driveway and had me run out to his truck to grab it,1
11,168,grubhub,302920553,2022-11-12 01:10:08,Unwilling Drivers to Find my House,once i did i said thank you,1
11,169,grubhub,302920553,2022-11-12 01:10:08,Unwilling Drivers to Find my House,and he said said uhhuh and drove off,1
11,170,grubhub,302920553,2022-11-12 01:10:08,Unwilling Drivers to Find my House,i get it he took longer to find my house but i did tip 20,1
11,171,grubhub,302920553,2022-11-12 01:10:08,Unwilling Drivers to Find my House,i should not have been treated like that,1
11,172,grubhub,302920553,2022-11-12 01:10:08,Unwilling Drivers to Find my House,i do work customer service and i do know how hard it can be but in this case how i was treated was unacceptable,1
12,173,grubhub,302920553,2022-12-18 07:26:03,Your negligence ruined my 30th birthday dinner,i ordered from tucanos for my 30th birthday dinner,1
12,174,grubhub,302920553,2022-12-18 07:26:03,Your negligence ruined my 30th birthday dinner,it was set to arrive at around 540 perfect for dinner time,1
12,175,grubhub,302920553,2022-12-18 07:26:03,Your negligence ruined my 30th birthday dinner,about 530 the driver called to tell me tucanos does not sell the thing i ordered,1
12,176,grubhub,302920553,2022-12-18 07:26:03,Your negligence ruined my 30th birthday dinner,when i asked her to ask them for a substitution they said they are not selling any takeout orders this month,1
12,177,grubhub,302920553,2022-12-18 07:26:03,Your negligence ruined my 30th birthday dinner,by the time i could order something else from doordash and have it arrive i was eating dinner at 7 while my kids were getting ready for bed they having had grilled cheeses,1
12,178,grubhub,302920553,2022-12-18 07:26:03,Your negligence ruined my 30th birthday dinner,you have one job grubhub app,1
12,179,grubhub,302920553,2022-12-18 07:26:03,Your negligence ruined my 30th birthday dinner,confirm the order so the driver can pick it up,1
12,180,grubhub,302920553,2022-12-18 07:26:03,Your negligence ruined my 30th birthday dinner,clearly tucanos did not confirm they could fill the order before you wasted my time and the drivers time on the order,1
12,181,grubhub,302920553,2022-12-18 07:26:03,Your negligence ruined my 30th birthday dinner,i hope you paid her,1
12,182,grubhub,302920553,2022-12-18 07:26:03,Your negligence ruined my 30th birthday dinner,your process requires revision,1
12,183,grubhub,302920553,2022-12-18 07:26:03,Your negligence ruined my 30th birthday dinner,you know what is worse than having to go get your own food because a restaurant will not do delivery,1
12,184,grubhub,302920553,2022-12-18 07:26:03,Your negligence ruined my 30th birthday dinner,having no food because your app dropped the ball,1
12,185,grubhub,302920553,2022-12-18 07:26:03,Your negligence ruined my 30th birthday dinner,i hope you fail by losing your customer base to doordashs superior app and process design,1
12,186,grubhub,302920553,2022-12-18 07:26:03,Your negligence ruined my 30th birthday dinner,update developer has responded to my complaint by asking me to use their contact us option on their site,1
12,187,grubhub,302920553,2022-12-18 07:26:03,Your negligence ruined my 30th birthday dinner,there is not actually a way to contact them at the link provided,1
13,188,grubhub,302920553,2022-11-13 18:11:42,Food is always late,i am done with grubhub after this order,2
13,189,grubhub,302920553,2022-11-13 18:11:42,Food is always late,every delivery is late,2
13,190,grubhub,302920553,2022-11-13 18:11:42,Food is always late,the restaurants provide the correct items but we always end up staring at our drivers on the map going to the restaurant then driving to the other end of the city before updating to say the order will be late and they have magically just picked up our food and are on the way,2
13,191,grubhub,302920553,2022-11-13 18:11:42,Food is always late,after complaining to grubhub twice recently about cold food both times they said they would issue a 5 makegood and neither time has that email been received,2
13,192,grubhub,302920553,2022-11-13 18:11:42,Food is always late,i always tip over 20 for the drivers but then end up with cold food,2
13,193,grubhub,302920553,2022-11-13 18:11:42,Food is always late,i wish there was the ability to tip after delivery rather than before,2
13,194,grubhub,302920553,2022-11-13 18:11:42,Food is always late,i also wish there was a way to ensure deliveries came straight from the restaurant to our door rather than being the third stop on the way 45 mins after the food leaves the restaurant,2
13,195,grubhub,302920553,2022-11-13 18:11:42,Food is always late,i understand we are paying for convenience of not leaving our house but the markups on all the food is ridiculous,2
13,196,grubhub,302920553,2022-11-13 18:11:42,Food is always late,you are basically paying three times the cost for poor quality,2
14,197,grubhub,302920553,2022-12-10 22:31:00,Grubhub Meal Delivery Service,i have never used meal delivery services that require a membership to be more affordable,4
14,198,grubhub,302920553,2022-12-10 22:31:00,Grubhub Meal Delivery Service,but not having to leave my house to shop for groceries and then spend time and effort making meals has been surprisingly rewardinggrubhub has changed the way i feel about being too lazy to do it myself because the convenience is a justified reward for worn out full time parents the elderly and disabled people,4
14,199,grubhub,302920553,2022-12-10 22:31:00,Grubhub Meal Delivery Service,ordering is so easy from a growing number of participating top fast food healthy and topnotch restaurants,4
14,200,grubhub,302920553,2022-12-10 22:31:00,Grubhub Meal Delivery Service,it is a little pricier but the minimal extra cost is well worth it,4
14,201,grubhub,302920553,2022-12-10 22:31:00,Grubhub Meal Delivery Service,average time from submitting an order to delivery at your door is about 2035 minutes or 4050 during holiday seasons,4
14,202,grubhub,302920553,2022-12-10 22:31:00,Grubhub Meal Delivery Service,and everything is hot fresh and ready to serve,4
14,203,grubhub,302920553,2022-12-10 22:31:00,Grubhub Meal Delivery Service,i have been happy with this apps service overall   however i do have occasional issues especially within the last 3 months or so  1,4
14,204,grubhub,302920553,2022-12-10 22:31:00,Grubhub Meal Delivery Service,orders that display a status of being prepared or on the way but are suddenly cancelled without explanation or notification,4
14,206,grubhub,302920553,2022-12-10 22:31:00,Grubhub Meal Delivery Service,orders that indicate delivery completed but never received,4
14,207,grubhub,302920553,2022-12-10 22:31:00,Grubhub Meal Delivery Service,these are always cases where they delivered to the wrong address,4
14,209,grubhub,302920553,2022-12-10 22:31:00,Grubhub Meal Delivery Service,and lastly orders that are missing items especially the drinks,4
14,210,grubhub,302920553,2022-12-10 22:31:00,Grubhub Meal Delivery Service,i still recommend this app and i still use it often but i want people to be aware that the service is not without occasional delays problems or issues,4
14,211,grubhub,302920553,2022-12-10 22:31:00,Grubhub Meal Delivery Service,rene w rene w,4
15,212,grubhub,302920553,2022-10-06 22:57:25,Horrible Customer Service,i have had to deal with their customer service several times,1
15,213,grubhub,302920553,2022-10-06 22:57:25,Horrible Customer Service,they have all been horrible experiences,1
15,214,grubhub,302920553,2022-10-06 22:57:25,Horrible Customer Service,there is no empathy to anyones situation and their solutions are laughable,1
15,215,grubhub,302920553,2022-10-06 22:57:25,Horrible Customer Service,tonight we placed an order and 10 minutes later i got a notification that it was cancelled and then a phone call letting me know my order was cancelled due to a restaurant error and i would get a refund within 5 days,1
15,216,grubhub,302920553,2022-10-06 22:57:25,Horrible Customer Service,we made other plans for dinner and we are sitting down to eat 40 minutes later when my phone rang and it was the restaurant that we originally ordered from asking if we were coming to pick up the order,1
15,217,grubhub,302920553,2022-10-06 22:57:25,Horrible Customer Service,i guess grubhub cancelled it on their own without telling the restaurant,1
15,218,grubhub,302920553,2022-10-06 22:57:25,Horrible Customer Service,i apologized as if i knew i would have gone over and picked it up myself,1
15,219,grubhub,302920553,2022-10-06 22:57:25,Horrible Customer Service,i went and read the email grubhub sent and they stated it was a delivery error but customer service blamed it on the restaurant,1
15,220,grubhub,302920553,2022-10-06 22:57:25,Horrible Customer Service,this is horrible for both the consumer and the restaurant that lost the money for food they prepared,1
15,221,grubhub,302920553,2022-10-06 22:57:25,Horrible Customer Service,we have had so many issues but i will not be wasting money on this anymore,1
16,222,grubhub,302920553,2022-10-30 18:51:05,Horrible!,horrible system just like seamless,1
16,223,grubhub,302920553,2022-10-30 18:51:05,Horrible!,do not follow there guarantee policy to cancel order if the order has not been confirmed yet,1
16,224,grubhub,302920553,2022-10-30 18:51:05,Horrible!,i have had problems with drivers eating my food delivering to the wrong location not reading my directions restaurants not following my specifications so because of that grubhub and seamless have dubbed my account suspicious of getting large amount of concessions so this would be a reason to not be able to follow there guarantee of canceling an order if you use the wrong credit card,1
