date,review,rating,isEdited,userName,title,app_name,app_id
2022-09-30 15:10:27,"Experience from Sept 2022:  I set up a group order with a scheduled delivery date and time a couple days out on DoorDash. The day we needed it to be delivered,I finalize the order first thing in the morning. The date and time I preset was noon on that particular day. When I closed the order, it sent it to the restaurant and dasher immediately.  It was delivered within 30 minutes - 2 1/2 hours before our scheduled lunch meeting time and before the time I entered when I set up the pre-scheduled delivery. If the app is not going to remember a pre-scheduled delivery time, don’t make that an option. It risks food spoilage.  

Experience from last year:  DoorDash works out great when it works out. However, the instructions for placing group orders are nebulous and not all restaurants have a group order link but it doesn’t really say why. Also didn’t know that a restaurant we tried to order with had $100 max. Would’ve been nice to know that before I entered $176 worth of items. Had to go back to the team to reassess who wanted what. Lunch was late because of that. That was after they are placed an order with one restaurant that turned out to be closed that day. Like I said… When it works it’s fabulous, and when we have today’s experience, not so much.",2,False,Saholmessw,Mixed experience,doordash,719972451
2022-10-14 22:14:00,"I have literally spent hundreds of dollars on this service. I have either not received my order, received incorrect items or received items late. I have been “flagged” because of their inadequate service. I have had to call my bank multiple times because of the situation. The latest situation was my requesting cut watermelon and receiving a whole watermelon. I’m in a hotel and cannot do anything with that! I cannot say it enough please stay away from this inconsistent service.  They will refuse to refund you for their errors, you cannot be transferred to a supervisor and have to wait for a callback, you will spend hours on the phone trying to resolve their errors. I think I have only received 2 orders that were correct and all the other ones were incorrect in one way or another. Their customer service representatives all use the same canned script when you call to notify them of their errors. After this latest error I have decided to use a different service. Word of mouth is the most powerful form of advertising and I plan to share my experiences with as many people I can. If you look online there are countless lawsuits against them.  Terrible service, unempowered customer service representatives and they put their customers last.  Terrible.",1,False,Ulualoha,Ridiculous!   Orders missing or messed up,doordash,719972451
2022-10-26 07:19:13,"I am a college kid who also works full time the majority of my time I’m constantly busy weather it be with classes or work I don’t get a lot of time to stop and enjoy things. So, that’s what I really enjoy  doordash I can put in an order real quick and I can have warm food for when I’m too busy to really stop and take a moment to cook or go get something myself. Lately tho it just hasn’t been pulling through I get you guys get busy at certain times but lately there’s been a lot of problems a lot of the time it’s a struggle to even get a dasher or when I do get assigned a dasher the communication between the company and the dasher is so poor that my food was almost delivered across town. I really enjoy the services normally so it’s sad to see if not live up. It’s crazy how much more expensive it is to order through DoorDash and the customer support is literally the worst customer support I’ve ever seen ninety percent of the time they don’t actually do anything to really help you I had to wait an hour and a half just to get McDonald’s. If I had the extra time to make my own food at home or go out then I would more then gladly but it’s not always that easy. This company has honestly taken such a bad turn from what it started out as.",2,False,azula0900,Hit or miss,doordash,719972451
2022-12-21 00:54:49,"This service is sometimes terrible and the company just doesn’t care. I ordered from a local restaurant tonight. After having my delivery time moved later and later for 45 minutes with no response from my driver, I inquired with a live Door Dash customer service rep as to the whereabouts of my order.  While they were giving me a bunch or corporate speak about how they take food freshness and temperature so seriously, the dasher texted me to say that they were given a second delivery from the same restaurant that was taking longer than mine.  I mean the restaurant is 15 minutes away.  They could have delivered and returned to the restaurant easily enough.  While I appreciated the response from the dasher, it was completely opposite everything the customer service rep was telling me.  When I let the customer service rep know that the dasher contradicted them, they immediately ended and deleted the thread.  About 10 minutes later the dasher brought my food with an apology.  The food was 45 minutes old…not good.  Honestly I’ve had both good and bad experiences but you should know that there will be times they ruin your evening and they really don’t care.  I’m sure they have a well crafted response to posts like this but they just don’t really care about the customer or your experience.",1,False,Tomqpublic,Poor Service,doordash,719972451
2022-09-30 21:52:05,"Some time after coming out DoorDash added the feature for dashers to “complete other orders nearby”. Then after creating this problem where the customers food gets cold, DoorDash “solved the problem” by allowing the customer to pay extra for direct delivery. It’s ridiculous to ask the customer to pay extra to solve the problem you created. Numerous times I’ve gotten cold food regardless of how good the driver is. Sometimes the nearby customer won’t come to their door, or the “nearby order” isn’t nearby at all. If it wasn’t for the fact that I enjoy hot food, this wouldn’t be a problem, I can wait a little longer for my food, but it gets cold. Without this feature I would give DoorDash five stars as a customer, until then it’s two. I assume the multiple orders feature was only added to appease the dashers who weren’t being payed properly. But maybe instead of putting that onto the customer you just pay your dashers fairly.

Side note, I would also love if they could add a feature to see the car your dasher is driving, a color and make or something. I live in a city where the dashers have a hard time finding me, and I’d love to be able to pick out their car and wave them over.",2,False,SaveIV,Remove Multiple Orders Feature,doordash,719972451
2022-11-30 23:50:25,Today I placed an order with DD and received someone else’s order. I contacted DD Customer service and asked them to please send out another dasher to deliver my order since the wrong order was delivered. I was told they couldn’t do that. I said they need to send my order or refund the full amount paid and again I was told my request was denied due to previous compensation. Mind you this so called compensation I received previously was nearly $800 charged to my credit card that I in no way charged and could not find any of these charges on my DD account. As a matter of fact I was told by one of their customer service reps that sometimes this happens and unfortunately people hack into their system and steal customer information. So not only is our information not secure but basically because my bank’s fraud department investigated and found these charges were not mine DD has decided to steal my money when there is mistakes made by the restaurant. I guess from now on I just need to pick up my own stuff. It’s obvious this company are not honest and put us at risk any time we use them of having our cards charged outrageous amounts. For all I know it was DD themselves or one of their many rude customer service representatives that charged nearly $800 to my card!,1,False,Dee052175,Thieves! Rude! Not safe to use!,doordash,719972451
2022-12-04 03:37:45,"I’ve never been more disappointed with a major companies customer service. This app is horrible. I forgot to cancel my dash pass and they attempted to take 10 dollars from me for it. Lucky there was nothing in the bank account they tried to take it from. The only reason it wasn’t canceled prior is because I would have lost my free trail to the dash pass. The company is deliberately trying to take advantage of people that forget to cancel. After they tried to steal 10 dollars from me, for a service I had no intentions of renewing or spending money on, there was no option to cancel the dash pass. I contacted support and they were so pathetically worthless. I wouldn’t have to be worried about being charged but I received an email today saying they tried to steal my money again! I’d already deleted the account too and it forfeited the change I had left over from a gift card. That’s how badly I just wanted to be done with them. They’re still trying to steal my money! They’re criminals! I even replied to the initial email they sent me about the failed payment. I replied to cancel it, it said in the email, I could reply there. Such a worthless support system! I will never be using their service again and I would encourage people to use another option.",1,False,a name that works for reviews,WORST CUSTOMER SERVICE EVER!!!!,doordash,719972451
2022-12-15 02:27:18,"[UPDATE 12/22] DoorDash consistently allows drivers to drop off food at the wrong location or to keep food for themselves without reimbursing the customers. Driver didn’t contact you and then dropped your food off at some other unknown location? Well, DoorDash will happily keep your money. It’s not worth the risk. If you have the ability to, get in your car and go to the restaurant. DoorDash does not compensate their drivers fairly, literally steals money from customers, and their business practices are harmful to smaller restaurants. They are the worst choice for food delivery and should be avoided at all costs. DoorDash overall is a nice concept, but the execution is poor here. Their delivery fees are understandable, however they don’t do anything to stop drivers from taking your food or to insure that drivers are incentivized enough to get your order. My most recent purchase was completely wrong to the fault of the restaurant. Unfortunately, I had to go through DoorDash to rectify this. They credited me for the burger, but no the large $3.99 delivery fee. The food I received I physically couldn’t even eat, yet DoorDash still passes the cost along to the consumer. They’re very anti-consumer, and they aren’t great to the drivers either with deliveries that take up to 30 minutes for $2.",1,False,Markarie,Shady Practices,doordash,719972451
2022-09-26 14:51:06,"Door dash has made it IMPOSSIBLE to cancel your dash pass subscription. They will try every card on your account and you always have to have at least one card on file.  The only way to cancel is by calling, I did so and got confirmation of the cancellation yet I was still charged. Called again, they transferred me 3 times for literally no reason and eventually sent me to the post call survey. The first woman on the phone was yelling at me about how there was no cancellation in their system when I repeatedly stated that I had an email saying the opposite. They want me to provide the date of the charge, card number, exact amount…my apple credit card doesn’t have numbers and I shouldn’t have to go through the trouble of finding one, whatever that process may look like. How could it be possible that they don’t have the information themselves!? They have no issue taking my money but it seem like the customer service employees are trained to be horrible and do whatever they can to never give money back. Be aware of this SCAM! This company has gotten so bad! In addition to that, I recently ordered food that came hours late and was cold (surprise) door dash offered $3.47 in credit. I use to use this app as my go to for delivery but NEVER AGAIN.",1,False,Ciera614995,Scammers at their finest,doordash,719972451
2022-09-19 19:19:08,"However their delivery drivers get worse and worse. They can’t follow instructions, deliver it to the wrong location, are impossible to get ahold of, and then are incredibly rude about helping you when it comes to fixing their mistakes. I will no longer use the app but beware a lot of restaurants still use doordash as a third party delivery service. So even if you order from the restaurant directly, it’s doordash that delivers it and then it is even more difficult to fix issues the driver’s cause, because the restaurant will tell you to call doordash and doordash will tell you they can’t help you since you didn’t place the order through their app. Granted they are good about issuing refunds, but a lot of the time I don’t need or want the money back, I just want my order delivered correctly. Also the doordash subscription is purposely very easy to sign up for. I can’t tell you how many times I’ve accidentally hit that button and didn’t know it until my account was being drafted. It happened on my work credit card once and they don’t issue refunds so I had to pay my company back the money out of my pocket. My recommendation is to skip doordash and stick with a different delivery service. Uber eats has always been great for me.",1,False,raraa32,Used to be a loyal customer,doordash,719972451
2022-12-06 20:32:25,"DoorDash driver decided to steal my food and go home without notifying me. I had to work it out myself, left me and kids starving hungry. By the time I worked it out, the restaurant had closed at 10pm. 
Backstory: Me and my kids arrived home at 7:30 after being away, no food in house, ordered from DD around 8pm, waited starving and excited for food. Read all notifications - food prepared, finally after over an hour, it said driver almost there. Kept waiting. The order was still open. I contacted the driver theough chat. As soom as I texted, she closed the order. By the time I complained and got refunded, the restaurant was closed. I was shaking with fury. The driver took the food and went home without a word! I used every option on DD to complain and tell them this story - to give the company a chance to repair damages in this very unhappy customer’s eyes. Cuz what they did was pretty bad under the circumstances. Nothing. No apology from customer service, no response to multiple messages of complaint, zilch! After using the store credit that was auto-credited (not even my own money back!) I will never use them again. Every time I see the dd logo I feel that starving hangry anger of that night. Use uber eats or another alternative!",1,False,Sooppa1,Use uber eats - DD has Horrible customer service,doordash,719972451
2022-12-04 18:20:58,"For context, I’m trying out DoorDash as my new go-to delivery app because I get complimentary DashPass with my new credit card. The app is generally functional and looks nice (if a bit busy from all the deals up top that I have no interest in), but it was an infuriating experience trying to browse through available restaurants. Every time I clicked on a restaurant and spent more than a few seconds looking at its offerings, hitting “back” arrow( not “reset”!) would send me back to the top of the Home page with my filters wiped. This makes finding and trying new places inconvenient and an exercise in patience. If I’m being cynical, maybe the idea is to make it so annoying to do so that the user just gives up and settles for whatever sponsored restaurants are at the top of the Home page, if they don’t just give up on DoorDash. I used UberEats primarily before (and I hate to pull out the comparison card), but while it has its own issues, I’ve apparently been taking for granted being able to scroll through even a list of restaurants while checking out their menus—in a food ordering app.",3,False,New doordash user,Hard to find/try new places,doordash,719972451
2022-11-09 20:57:43,"Not sure if it’s specific to Washington state, but DoorDash is the absolute worst delivery service out of all of them. They constantly take an hour longer than it initially says to deliver. I have never once had them within 30 mins of the initial delivery time sent. I’ve also had them literally forget 95% of my order at the restaurant, refuse to refund the delivery fee or the 25% tip I gave. I had ordered a pizza from Farrelli’s and a side salad, I only received the side salad, the delivery driver dropped it at my door, didn’t knock and took off. Tried to call them to tell them they forgot the majority of my order and ignored my calls. Went to pick it up myself, was told by Farrelli’s that DoorDash should refund me, it is separate from my order and they have no part in it. The DoorDash customer service person was entirely useless, told me it’s not on them and they can’t refund me and to figure it out with Farrelli’s. I just gave up because it was only $14 and I had already wasted 45 minutes on the phone with DoorDash. Anytime I’ve used their service after has been by accident (not realizing that’s who the restaurant uses for delivery) and every time I’m frustrated and get my food an hour later. It’s a joke.",1,False,PR0602,DoorDash is the absolute worst delivery service!,doordash,719972451
2022-11-21 08:01:09,"the dashers messed up repeatedly. i mean, almost every order. once i got the completely wrong order. most other times, they missed a drink or some food item. here’s the thing. it’s fine if the item is missing or the completely wrong order IF i get compensated. i had been getting compensated up to this point, rightfully so, but today, the dasher marked the order as delivered when i literally never got the food. in fact, the dasher was in the downtown of the city when he marked the order delivered, when i live in the suburbs. i didn’t get compensated for this. doordash’s reason was that i was compensated “in the previous orders”. i understand that doordash may think i’m scamming for credit, but most of the times, there wasn’t even an option to submit photos or videos to prove that what i'm saying was the truth. so currently, i'm sitting here, with no credit for the food that i paid for but didn’t get, no food (the dasher either ate it or delivered it to some random person), and the restaurants near me are closed because the dasher had already taken an hour to pick up the food. at least compensate me, but no because doordash’s customer support is extremely closed minded, unsupportive, and very rigid. extremely furious.",1,False,xhcbeodjxnn,compensation,doordash,719972451
2022-11-29 03:21:48,"I’ve never had a problem with the service of door dash, any time my order was messed up which is rare they are super cool about refunding me and I have no complaints about my experiences as a customer. However a couple months or so ago the app on my phone became almost completely unusable. You can barely scroll down the page it is super slow and glitchy, and if you do manage to get an order in it’s even harder to do double dash because the menus for other store just will not open, it only lets me choose from the quick menu options that are right there immediately but if I try to open a stores page my app freezes and I have to re open. I normally like to get a 2 liter from 7-11 any time I order a meal and double dash was perfect for that but now it’s so much of a hassle that it’s not even worth it. I’ve deleted and re downloaded the app a few times and looked for updates and fixes and all of that but no luck. I’m at the point where I deleted the app and if I really need to use door dash in the future I’ll just get on the computer.",3,False,SAF0426,Door Dash is good but the app is broke,doordash,719972451
2022-10-29 17:28:10,"I’ve used this for around a year now, no problem. Until the other day when I ordered over $50 worth of food from IHOP (please note this was done through their website and not DoorDash, but the delivery was done by a DoorDash driver). I received a text saying the driver was approaching with my order but she was not here and it was never delivered. I context customer support, and for as much sweet talking they do, they did not help me. I was transferred to another agent seven times, which caused them to completely misunderstand my issue. I was told I only spent $30 and would only be refunded that, and I showed them the email with proof that I paid $50. I was ignored, and I received an email saying my order from the DAY BEFORE, from WALGREENS, was refunded. The second I said “wait, that not the right order”, I was dropped by the chat and had to do it all over again. I did eventually get an agent who actually listened to me and helped me get my refund, but I don’t know if the driver ever faced consequences. I was already struggling enough with money, now I’m down another $50 until my refund comes in and I had to go to work with no food. I don’t like writing reviews but this feels very deserved.",1,False,asredmon,Never had an issue until a driver stole my order.,doordash,719972451
2022-10-25 18:41:01,"I don’t typically write reviews for apps, but I just had to let everyone know how unreliable this app is. I’ve used DoorDash a total of 4 times and they have messed up my order 3 of those 4 times. I am vegetarian and cannot eat any meat, and every time they tend to give me meat dishes instead of the vegetarian dishes I had ordered. I end up having to throw my food away. The “credits” they issue when they mess up your order don’t compensate for the money lost; for example, I ordered one dish from a restaurant and my total (after taxes, tip, etc.) ended up being around $20. When they messed up my order and gave me a meat dish, which I had to throw away, they only gave me $4 in “credits.” Even when I called customer service, they failed to give me a full refund and got away with only giving me $10 back. I essentially lost $10 through no fault of my own. Not only is this app a waste of money, it’s a waste of time. Waiting an hour for your food just for it to be inedible and without even being fairly compensated for the mistake time after time is exhausting. Don’t bother using DoorDash and stick to other apps like Grubhub. Even though it’s more expensive, at least they never messed up my order.",1,False,Tanvi._.K,Worst Food Delivery App,doordash,719972451
2022-12-18 01:00:38,"I order Doordash pretty regularly due to the nature of my job and most of the time it is fine and the food gets here on time and everything. Here lately I have multiple orders in a row where my Dasher either never makes it to the store or they go somewhere way out of the way. The last two orders I have placed both had to be canceled. One was for the Dollar General two miles down the road from where I was working and the Dasher parked across the street from the store for over an hour, at least that's what I could see on the map. Ultimately he never went inside and the store closed and I had to talk to customer service for a refund because the app refused to refund me due to the ""order already being started."" Then tonight I ordered from one of my favorite restaurants and the driver drove almost to the next town over and didn't move for more than 30 minutes before finally I get a call saying there was an emergency and my order was canceled. Gotta say I'm pretty angry about it.",4,False,FatherThor,Good but Dashers have been a problem for me.,doordash,719972451
2022-12-12 16:45:22,"Update: door dash so kindly gave me my account back allowed me to pay for dash pass TWICE WHILE SIMULTANEOUSLY DEACTIVATING MY ACCOUNT! AGAIN! And I have deleted the app but somehow they’re still using my location! So done with this app and company 10/10 would not recommend 👎🏼👎🏼👎🏼👎🏼👎🏼👎🏼👎🏼👎🏼
After calling and calling since August I was finally told today they deactivated my account due to violation of term and conditions but they don’t know what terms and conditions were violated and didn’t have the ability to reactivate my account or refund my money. Also NOBODY AT THE COMPANY COULD TELL ME WHY! When I asked if I created another account if it would be deactivated I am NOT EVEN KIDDING YOU WHEN I SAY A TIER 2 CSR HUNG UP ON ME!!!! WORST ABSOLUTE WORST EXPERIENCE WITH CUSTOMER SERVICE I’VE EVER HAD! My account was deactivated and nobody can tell me why, I have waited since Tuesday (it’s now Saturday) for it to be reactivated when they said it would be fixed in 24 hours. I have also waited for a refund from them since MAY ITS NOW AUGUST customer service “escalates” the concerns to tier 2 but nothing is ever fixed! I’m seriously over DoorDash and their shotty customer service. The local delivery drivers are excellent but the csr line pathetic",1,False,just_here_waiting,I wish I didn’t have to do this,doordash,719972451
2022-10-30 18:30:36,"I placed an order for a restaurant near me via doorDash. It said I can pick up in 40 min, so I walked away to do other things during this time. When I came back, Doordash said my order is canceled. I called the restaurant to find out why and was told Doordash attached a nuts allergy note to my order and they can't honor it. This is the second time this happened. I start chat support with Doordash to get them to remove it. After spending more than an hour with Doordash chat support, I was told they can't remove it, that I have to remove it, and I can do it via Settings -> blue pencil icon. I didn't see it and asked them where it is, starting from iOS app home page. They again can not answer and transferred me twice to special departments and ultimately has to open up a case to try to answer my question. What a disaster. Eight different people via chat support and everyone just reads from a script and no one actually knows where this mythical Settings button is. The app is so poorly designed and causes time to be unnecessarily wasted, leaving you angry and still hungry. Ultimately it can't even do what it's made to do, which is to order food and make sure you get it.",1,False,Paul_limeIsCrap,Crap app even support doesn’t know how to use,doordash,719972451
2022-11-24 01:44:21,"I’ve been using DoorDash for a couple years and I’m a very good and loyal customer. Their customer service used to be very good. Over the last few months it has gotten terrible. The orders are late and cold because your dasher is waiting at the restaurant for multiple orders and delivering more than one order at a time. The dasher was rude when I messaged him regarding my concern for the food quality for the late delivery. When you try to contact customer service it gets worse. My last experience was when I was disconnected by a rude agent via chat before my issue was resolved. Then my food showed up late and cold with one whole meal missing. When I recontacted the service they told me the only thing they could do for me was refund the missing meal. They wouldn’t even do a reorder of the meal. They offered $5 as compensation which was insulting and they didn’t even give it to me. Then, when I asked to talk to a supervisor I was told it would take 2-24 hours because they were not available. When I did get a call there was “nothing they could do” but report the issue. I’m extremely dissatisfied with DoorDash and I will never use them again. Horrible Service, just awful.",1,False,jenderosa,Horrible customer service now,doordash,719972451
2022-10-29 04:54:06,"Very disappointed. We placed an order for two chicken sandwiches from our favorite local restaurant. Our delivery driver knocked on the door and when we opened it, there was a pizza left on our porch from a different restaurant close by. We tried calling DoorDash, and after waiting on hold for an excessive amount of time and going back and forth between people, we were refunded. I know it seems silly, but we had just had pizza from the restaurant the pizza was from, and we really wanted the sandwiches we ordered! Unfortunately, that restaurant was closing in 5 minutes after we were finished with the phone call with DoorDash (which took a very long time, at least 45 minutes), so they weren’t taking anymore orders. I’m not able to write a review on the dasher because the order was placed through the restaurant’s website who (I guess) uses doordash for delivery. I called the restaurant and they said they were having trouble with doordash today, but there was nothing they could do (which is incorrect, and part of the reason I’m writing this). If there’s any way I can review the driver please let me know. I haven’t had many problems with doordash but this was lame.",1,False,Ebella17,"Ordered a chicken sandwich, got a pizza",doordash,719972451
