date,developerResponse,review,rating,isEdited,title,userName,app_name,app_id
2022-09-21 02:43:15,"{'id': 32219534, 'body': 'Hello GHG920, Thank you for taking the time to provide feedback about your experience. We’re sorry to hear your order didn’t go as planned. Please contact us at grubhub.com/help.contact-us so we can look into this for you.', 'modified': '2022-09-25T22:46:57Z'}","I received a text saying my order was delivered by the front door. I went outside. It wasn’t there. I texted the driver asking him where he left it. He says under the mailbox which didn’t make much sense given where the mailroom is in my building. I then described my building and asked him if that’s where he left it. He texts back no. I asked him what address he left it at. He texts back that he doesn’t have that information, and there’s nothing else he can do to help me. I went to the app and tried to use the chat to talk to customer service. I was in a queue for a while. Then someone finally joined the chat. They didn’t type anything or respond to anything. After 10 minutes of no response in the chat, I found the customer service number and called them. After a bit of time on hold, I finally talked to someone and explained what happened. She said she would reorder it for me but didn’t offer any discount or coupon or anything. She didn’t even really apologize. I finally received my order over an hour late. No discount, no coupon, no apology, nothing!",2,False,Horrible customer service,GHG920,grubhub,302920553
2022-11-12 01:10:08,"{'id': 33130659, 'body': 'Hello NaomiRose38, We are so sorry about this. For further assistance please reach out to us via https://www.grubhub.com/help/contact-us. Have a wonderful day.', 'modified': '2022-11-13T17:30:24Z'}","I had 2 experiences where the driver couldn’t find my house. Poor directions from Grubhub. I live on a busy street, right across from a high school, with a unique tower above the garage and the drivers still couldn’t find it! I even had one delivery person leave my order at the wrong house and do nothing. Sometimes I don’t have a car and so ordering my food to be delivered is the only way I can get it. I have never had this problem with Doordash or Instacart. I only started with Grubhub because of a promotion from my work.  I decided to cancel my $10 a month membership, after one of the drivers, who drove past my house twice, even with me telling him the directions very politely at the same time, threaten to drive off with my order and not deliver it. He then refused to drive into my driveway and had me run out to his truck to grab it. Once I did, I said “Thank you!” And he said said uh-huh and drove off. I get it, he took longer to find my house, but I did tip 20%. I should not have been treated like that. I do work customer service and I do know how hard it can be, but in this case, how I was treated, was unacceptable.",1,False,Unwilling Drivers to Find my House,NaomiRose38,grubhub,302920553
2022-12-18 07:26:03,"{'id': 33812733, 'body': ""Hi Why's,\n\nMy name is BreAnna and I am with Grubhub. Thanks for contacting us. I’m very sorry that you didn't get the assistance this situation needed.\n\nIf you have a Grubhub order number associated with this issue, please let me know so that I can be of assistance. Grubhub is an online ordering platform. Restaurant owners partner with Grubhub to allow customers to order from them online.\n\nIf this issue is unrelated to a Grubhub order, I would not be able to help. You may consider contacting the restaurant directly instead. I apologize for any inconvenience.\n\nSincerely,\n\nBreAnna Motyka"", 'modified': '2022-12-19T17:26:18Z'}","I ordered from Tucanos for my 30th birthday dinner. It was set to arrive at around 5:40, perfect for dinner time. About 5:30 the driver called to tell me Tucanos doesn’t sell the thing I ordered. When I asked her to ask them for a substitution, they said THEY AREN’T SELLING ANY TAKEOUT ORDERS THIS MONTH. By the time I could order something else from DoorDash and have it arrive, I was eating dinner at 7 while my kids were getting ready for bed, they having had grilled cheeses. You have ONE job, Grubhub App. Confirm the order so the driver can pick it up. Clearly Tucanos didn’t confirm they could fill the order before you wasted my time and the driver’s time on the order. I hope you paid her. Your process requires revision. You know what’s worse than having to go get your own food because a restaurant won’t do delivery? HAVING NO FOOD BECAUSE YOUR APP DROPPED THE BALL! I hope you fail by losing your customer base to Doordash’s superior app and process design. 

UPDATE: Developer has responded to my complaint by asking me to use their “contact us” option on their site. There is not actually a way to contact them at the link provided.",1,False,Your negligence ruined my 30th birthday dinner,Why's the Rum Gone?,grubhub,302920553
2022-11-13 18:11:42,"{'id': 33190389, 'body': 'Hello Thursdaughter, Thank you for taking the time to provide feedback about your experience. We’re sorry to hear your order didn’t go as planned. Please contact us at grubhub.com/help.contact-us so we can look into this for you.', 'modified': '2022-11-16T08:27:45Z'}","I’m done with GrubHub after this order. Every delivery is late. The restaurant’s provide the correct items, but we always end up staring at our drivers on the map going to the restaurant then driving to the other end of the city, before updating to say the order will be late and they’ve magically just picked up our food and are on the way. After complaining to GrubHub twice recently about cold food, both times they said they would issue a $5 make-good and neither time has that email been received. I always tip over 20% for the drivers, but then end up with cold food. I wish there was the ability to tip after delivery rather than before. I also wish there was a way to ensure deliveries came straight from the restaurant to our door rather than being the third stop on the way 45 mins after the food leaves the restaurant. I understand we’re paying for convenience of not leaving our house, but the markups on all the food is ridiculous. You’re basically paying three times the cost for poor quality.",2,False,Food is always late,Thursdaughter,grubhub,302920553
2022-12-10 22:31:00,,"I’ve never used meal delivery services that require a membership to be more affordable. But not having to leave my house to shop for groceries and then spend time and effort making meals has been surprisingly rewarding!

Grubhub has changed the way I feel about “being too lazy” to do it myself, because the convenience is a justified reward for worn out full time parents, the elderly and disabled people. 

Ordering is SO easy, from a growing number of participating top fast food, healthy and top-notch restaurants. It IS a little pricier but the minimal extra cost is WELL WORTH IT! Average time from submitting an order to delivery at your door is about 20-35 minutes, or 40-50 during holiday seasons. And everything is hot, fresh and ready to serve. 

I’ve been happy with this app’s service, overall   However I do have occasional issues, especially within the last 3 months or so:  
1.  Orders that display a status of “being prepared” or “on the way” but are suddenly cancelled without explanation or notification. 
2.  Orders that indicate delivery completed, but never received. These are always cases where they delivered to the wrong address. 
3. And lastly, orders that are missing items, especially the drinks. 

I still recommend this app and I still use it often but I want people to be aware that the service is not without occasional delays, problems or issues. 

Renée W. 

Renée W.",4,False,Grubhub Meal Delivery Service,PsychicSoul,grubhub,302920553
2022-10-06 22:57:25,"{'id': 32460696, 'body': 'Hello jenferss10, Thank you for taking the time to provide feedback about your experience. We’re sorry to hear your order didn’t go as planned. Please contact us at grubhub.com/help.contact-us so we can look into this for you.', 'modified': '2022-10-08T19:26:40Z'}","I have had to deal with their customer service several times. They have all been horrible experiences. There is no empathy to anyones situation and their solutions are laughable. Tonight we placed an order and 10 minutes later I got a notification that it was cancelled and then a phone call letting me know my order was cancelled due to a restaurant error and I would get a refund within 5 days. We made other plans for dinner and we’re sitting down to eat 40 minutes later when my phone rang and it was the restaurant that we originally ordered from asking if we were coming to pick up the order. I guess Grubhub cancelled it on their own without telling the restaurant. I apologized as if I knew, I would have gone over and picked it up myself. I went and read the email Grubhub sent and they stated it was a delivery error, but customer service blamed it on the restaurant. This is horrible for both the consumer and the restaurant that lost the money for food they prepared. We’ve had so many issues, but I won’t be wasting money on this anymore.",1,False,Horrible Customer Service,jenferss10,grubhub,302920553
2022-10-30 18:51:05,"{'id': 32917659, 'body': 'Thank you for taking the time to provide feedback about your experience. We’re sorry to hear your order didn’t go as planned. Please contact Customer Care at http://grubhub.com/help/contact-us. so we can look into this for you.', 'modified': '2022-11-01T23:41:16Z'}","Horrible system just like Seamless. Do not follow there guarantee policy to cancel order if the order has not been confirmed yet. I’ve had problems with drivers eating my food, delivering to the wrong location, not reading my directions, restaurants not following my specifications so because of that Grubhub and Seamless have dubbed my account suspicious of getting large amount of concessions so this would be a reason to not be able to follow there guarantee of canceling an order if you use the wrong credit card. They blame me not the drivers they hire or the restaurant that made the mistake or the fact that on multiple occasions I have lost my lunch hour due to there incompetence of not following directions or putting ingredients in my food that I am unable to eat or the restaurant is about 3 hours late delivering my food so they have a guarantee and I collect on that guarantee so if you do then your suspicious. I believe this company is run by a bunch of idiots. Here’s all these guarantees we offer but please do use the chat and collect on them!",1,False,Horrible!,Sheeco,grubhub,302920553
2022-09-11 21:06:28,"{'id': 32063623, 'body': 'Thank you for taking the time to provide feedback about your experience. We’re sorry to hear your order didn’t go as planned. Please contact Customer Care at http://grubhub.com/help/contact-us. so we can look into this for you.', 'modified': '2022-09-16T16:37:36Z'}","I have had multiple times where a restaurant and/dasher calls because the order does not exist in their system or someone has given the wrong CC information. Grubhub jacks up the prices then processes your card meanwhile someone calls the restaurant and uses a company CC. I had a restaurant call me one time and said they wouldn’t let my food go because my CC was declined…they then told me how it Grubhub calls them and pays with a different card. I gave the restaurant another CC and my food was delivered. Meanwhile, Grubhub said my card was already processed and couldn’t cancel the charge or do anything…until I told them what that the restaurant already told me that Grubhub personal gave them their CC that was declined then all of a sudden I had an instant refund. The same thing just happened again but worse. This company is nothing but robbing you. And what about the “free memberships” with other apps? Are they really free if I’m charged hella dollars for a service fee every order AND jacked up prices. No it’s not free, just a scam!",1,False,Worst Delivery Service in KC,E3E{eee},grubhub,302920553
2022-11-10 02:58:16,"{'id': 33111465, 'body': 'Hello,  \n\xa0\nThank you for taking the time to provide feedback about your experience. We’re sorry to hear your order didn’t go as planned.  \n\xa0\nPlease contact us at www.grubhub.com/help/contact-us so we can look into this for you.', 'modified': '2022-11-11T15:28:50Z'}","Placed my order and I could see tracking of driver picking up food. Then all of a sudden the driver is switched to a different person who then drives to the same location to pick up my food. After a confirmation of my food being picked up and the driver coming all the way to my hotel parking lot, calls me to question if I picked up my food already. I have been waiting over an hour (order was delayed due to the driver switch) just to then be accused that I picked up my own food?! So after waiting all that time, and then driving to my location to finally inform me my order was “lost.”  I then get in touch with customer support who informs me it will take up to 5 days to be refunded and that my order could not be created as the place wouldn’t be able to make it  in time so then I had to figure out a different delivery as I was not going to risk my food being “lost” again through this terrible service. Never using Grubhub again. Worst first experience.",1,False,First and last time I will use this service,agt007,grubhub,302920553
2022-12-18 02:04:57,"{'id': 33809886, 'body': 'Hello,\n\nThank you for taking the time to provide feedback about your experience. We’re sorry to hear it didn’t go as planned.\n\nPlease visit https://www.grubhub.com/help/contact-us so we can look into this for you.', 'modified': '2022-12-19T15:02:20Z'}",I’ve never had a good experience with this service and it’s always been the drivers fault but today takes the cake. Today we ordered and the order was delayed once which was expected due to how popular the restaurant is but then the order was picked up and then the driver took almost an hour to deliver the food at one point I kept track of his location and it remained stationary in the same spot for over 10 minutes when attempting to contact the driver there was no answer on his behalf. After going to grub hub to report this all they could say was sorry for the service and for the cold food here’s 5 dollar credit that expires in 30 days when asking if anything else could be done they said they can’t do anything regarding their drivers. There’s a lack of accountability with their drivers why wouldn’t they be able to cover for them it’s their employees not the restaurant’s fault. I have now deleted the app and account and now they have lost a user.,1,False,Horrible customer service,jsuarez1224,grubhub,302920553
2022-11-19 19:43:40,"{'id': 33288255, 'body': ""Hi Rachel Skradski! We're sorry to hear about the troubles you had with your order and our services. We completely understand how frustrating lack of communication and delivery delays can be. We want to make this right for you! Please reach out to our Customer Care .Thank you for your feedback!"", 'modified': '2022-11-21T18:25:29Z'}","We ordered lunch at 10:30 with an 11:15 expected delivery. Around 11:35 we start wondering where our food is. No correspondence from our driver. I look on the app and it says our food has been delivered. We check all door locations- no food. Start chatting with customer service and they won’t give the drivers number or any form of communication. They say the driver is no longer responding and that they cannot reprocess our order. By this time it is noon and to reorder, there is a 50-60 minute wait. We ordered $90 worth of food which they said they would refund within 3-5 days and offered a $10 coupon. So by 12:30, we have no food, we have an hour wait for anything else and we have a $10 reward to a company that clearly does not vet their drivers. I’m sorry but $10 is not enough to make up for the severe inconvenience and lack of ability to make it right in a timely manner. Will definitely be using different apps from here on out.",1,False,"Driver stole our food, customer service couldn’t reorder",Rachel Skradski,grubhub,302920553
2022-11-01 14:01:24,"{'id': 32941394, 'body': 'Thank you for taking the time to provide feedback about your experience. We’re sorry to hear your order didn’t go as planned. Please contact Customer Care at http://grubhub.com/help/contact-us. so we can look into this for you.', 'modified': '2022-11-03T01:36:23Z'}",I absolutely hate this food app. I will never use again. I actually get free delivery with prime but I won’t be ordering through them again. Everytime I order from them my order is either canceled or a couple times it’s extremely late. One time I waited over 2 hours for a burrito from a place 10 min away. I kept talking to customer service and they would not tell me if it was something with the restaurant or was it just that the driver was not going to pick it up from the place. Eventually after talking to about 3 customer service reps I canceled the order and went to get it myself. They also didn’t want to give me a full refund for waiting over 2 hours when estimated delivery was 30 min. A few other times my order was delivered in the dirt outside my apartment complex. Just left there. GrubHub did nothing for me. Even after sending pics and messages. They need serious work on customer service and driver issues before I will ever use them again.,1,False,Worst Food Delivery App,MandyR_11,grubhub,302920553
2022-11-17 07:41:50,"{'id': 33244490, 'body': 'Hello Ruslan,\n\nThank you for taking the time to provide feedback about your experience. We’re sorry to hear your order didn’t go as planned. Please contact us at grubhub.com/help.contact-us so we can look into this for you.', 'modified': '2022-11-18T20:28:40Z'}","App Problem #1 was that the app showed wrong delivery address type (home/business). The app makes it possible to edit the delivery address info. So I did. Bu the address type showing wrong type did not get fixed. I tried again and then gave up. 

App Problem #2 was that every address edit was interpreted as a new order. So got charged for 2 more orders. 

Restaurant Problem #1 was that they did not answer my call.

Restaurant Problem #2 was that even though I texted them them that I have been trying to change my address they still sent me extra meals of the same exact order. 

Restaurant Problem #3 was that they ignored the fact that they received 3 exactly the same orders from the same person to the same delivery location within 2 minutes or so.

Grubhub Support Problem #1 is that they are bot customer satisfaction oriented. They don’t have this predefined business instinct or making it right for the customer. They made me explicitly ask for a refund and then repeat my request. And then they wanted to refund only 1 extra order. I had to really insist for them to finally cancel those orders and issue the refund.  Haven’t received the refund yet. Writing right after my interaction with the support.",3,False,Edited delivery address ended up paying for multiple orders,Ruslan Nasirov,grubhub,302920553
2022-11-16 02:05:50,"{'id': 33226239, 'body': 'Hello Silverback 007,\n\nThank you for taking the time to provide feedback about your experience. We’re sorry to hear your order didn’t go as planned. Please contact us at grubhub.com/help.contact-us so we can look into this for you.', 'modified': '2022-11-18T00:34:36Z'}","The app is what it is a food ordering service.  What do you expect to receive from a company that adversities “customer service”?  Well for me expect that I would order the desired product and that the order would be delivered as expected in a fair time.  I order the wait was almost an hour but okay I agreed to the price and the time.  Pay the fees and tip 20% of the ticket to the driver.   I called the restaurant after the time had passed 3 minutes from latest delivery expectation.  The restaurant informed me the food had been waiting on a driver for almost 16 minutes.  I started a text with grub hub and all I got was a cancelled order, five dollar off my next sixty dollar order and a I really apologize for this.  This is not the first time it has happened!  Just a word and maybe it is just my bad luck with these guys but I will not waste another 1hour of my life to cancel the order and get an apology.  I hate this app, and the customer service which is not!",1,False,The worst customer service!,Silverback 007,grubhub,302920553
2022-10-15 16:43:58,"{'id': 32675896, 'body': 'Thank you for taking the time to provide feedback\nabout your experience. We’re sorry to hear your order\ndidn’t go as planned. Please contact us at grubhub.com/help.contact-us so we can look into this for you.', 'modified': '2022-10-19T19:24:33Z'}","Where is the accountability from Grubhub when mistakes are made?  You delivered the wrong order to my home this morning.  I call you and tell you what happened and you tell me you’ve refunded the order and that’s all you can do.  We call the restaurant and our order is just sitting there. I ask why you can’t deliver my order?  Customer service says once the order has been marked as delivered there is nothing they can do. Absolute trash of a service you provide Grubhub.   Make the order right, send the driver to go back and pick up my correct order??  I didn’t call you for funsies, your job was to deliver to my food and a mistake was made.  Why is Grubhub not able to make good on their end??  Last time we use your service Grubhub.  Corporate pigs at their finest.  Talked to customer service and waited for over an hour after our wrong order was delivered to finally get someone on the phone who also wouldn’t accept any accountability.",1,False,Wrong order received,Cockamus,grubhub,302920553
2022-11-04 22:13:59,"{'id': 33026171, 'body': 'Hello Gustavo,\n\nThank you for taking the time to provide feedback about your experience. We’re sorry to hear it didn’t go as planned.\n\nPlease visit https://www.grubhub.com/help/contact-us so we can look into this for you.', 'modified': '2022-11-07T19:59:06Z'}","So just had a conversation with customer support, I was waiting for my order and it said it would arrive at x time, so I waited and noticed that the driver was at one point just driving in circles near but about 5 blocks from my location, so I thought ok here we go again gps is going to screw things up, I message the driver no response, I call the driver still no response. Now I’m worried so I contact grub hub customer service and ask them to check up on the driver because I’m think maybe they got into an accident or something they are in the middle of the street and haven’t moved their gps location in about 10 mins. Well it turns out the gps was just freaking out and the driver was picking up an order for someone else and was waiting for almost 30 mins to pick it up when they could have delivered my food and then gone back.  I’m sorry but what kind of backwards algorithm are you folks in grub hub using to determine deliveries.",1,False,Worse than Doordash,Gustavo Sánchez Olea,grubhub,302920553
2022-10-21 22:55:52,"{'id': 32911842, 'body': 'Hello Baby Aus,\n\nThank you for taking the time to provide feedback about your experience. We’re sorry to hear your orders didn’t go as planned.\n\nPlease visit https://www.grubhub.com/help/contact-us so we can look into this for you.', 'modified': '2022-11-01T15:18:26Z'}","Not only is Apple somehow changing 1-star reviews to 5-star for this app, but in the app you can’t even review a restaurant or driver once you have a problem. Driver never delivered your food? Can’t leave a review to warn others. Restaurant forgot half your meal? Once you file for a refund you can’t leave a review. Forcing only positive feedback to make themselves and bad restaurants look good. I just ordered food and you can tell the restaurant intentionally “forgot” all of the free items like sauce and utensils, as well as more than half my food. They only refunded me $11 so I ended up paying $32 for $7 worth of food. I don’t know who is worse, Grubhub or DoorDash. I’ve also had MULTIPLE drivers just disappear for 45 minutes. Literally happened to me THREE times where I’ve cancelled orders because of a driver who probably went home. Just pick up your own food folks. Or use local delivery services. Forget about these garbage corporations.",1,False,They know what they’re doing to hide bad reviews,Baby Aus,grubhub,302920553
